X Z Cp
0.720350 -0.051478 -0.001779
0.723960 -0.052002 0.005498
0.727570 -0.039519 0.013047
0.731180 -0.057028 0.020691
0.734800 -0.043531 0.028459
0.738410 -0.052027 0.036353
0.742020 -0.041517 0.044358
0.745640 -0.054001 0.052450
0.749260 -0.034479 0.060610
0.752880 -0.045951 0.068846
0.756500 -0.036418 0.077173
0.760120 -0.046880 0.085610
0.763740 -0.052336 0.094178
0.767360 -0.039788 0.102870
0.770990 -0.050235 0.111650
0.774620 -0.038679 0.120520
0.778250 -0.038118 0.129450
0.781880 -0.033554 0.138410
0.785510 -0.037988 0.147360
0.789130 -0.039421 0.156480
0.792740 -0.041855 0.165310
0.796260 -0.042300 0.174050
0.800030 -0.029705 0.183280
0.804230 -0.042041 0.193640
0.808940 -0.043296 0.205320
0.814180 -0.033468 0.218350
0.819920 -0.029563 0.232660
0.826140 -0.035589 0.248090
0.832780 -0.027559 0.264450
0.839790 -0.033486 0.281490
0.847120 -0.022385 0.299020
0.854730 -0.025270 0.316800
0.862580 -0.030158 0.334630
0.870620 -0.035066 0.352310
0.878810 -0.023011 0.369600
0.887130 -0.016009 0.386280
0.895540 -0.013079 0.402130
0.904010 -0.023239 0.416940
0.912510 -0.012505 0.430530
0.921000 -0.019894 0.442640
0.929450 -0.011424 0.453040
0.937840 -0.030109 0.461500
0.946110 -0.020960 0.467710
0.954220 -0.017988 0.471300
0.962080 -0.014195 0.471810
0.969610 -0.010576 0.468730
0.976710 -0.014115 0.461360
0.983200 -0.011775 0.448790
0.988990 -0.019513 0.429920
0.994250 -0.030310 0.401290
0.999240 -0.034177 0.359510
0.000000 0.019000 0.367470
0.000000 0.002000 0.353170
0.000000 0.011000 0.335930
0.000000 0.016000 0.318970
0.000000 0.011000 0.301930
0.000000 0.009000 0.285340
0.000000 0.014000 0.269050
0.000000 0.005000 0.253200
0.000000 0.009000 0.237780
0.000000 0.018000 0.222840
0.000000 0.012000 0.208360
0.000000 0.020000 0.194380
0.000000 0.019000 0.180900
0.000000 0.019000 0.167940
0.000000 0.011000 0.155510
0.000000 0.000000 0.143630
0.000000 0.006000 0.132300
0.000000 0.018000 0.121520
0.000000 0.003000 0.111320
0.000000 0.018000 0.101680
0.000000 0.013000 0.092620
0.000000 0.002000 0.084126
0.000000 0.020000 0.076197
0.000000 0.004000 0.068824
0.000000 0.011000 0.061996
0.000000 0.000000 0.055702
0.000000 0.012000 0.049929
0.000000 0.009000 0.044664
0.000000 0.004000 0.039895
0.000000 0.019000 0.035610
0.000000 0.016000 0.031801
0.000000 0.014000 0.028464
0.000000 0.006000 0.025602
0.000000 0.001000 0.023230
0.000000 0.001000 0.021379
0.505240 -0.852280 1.226400
0.506120 -0.853980 0.922090
0.507410 -0.853800 0.651070
0.509120 -0.851660 0.506280
0.511240 -0.845530 0.380980
0.513770 -0.844420 0.274130
0.516630 -0.857360 0.193500
0.519720 -0.848360 0.131250
0.522980 -0.856420 0.082869
0.526340 -0.838550 0.043605
0.529770 -0.837740 0.011177
0.533240 -0.836990 -0.016568
0.536750 -0.841290 -0.040279
0.540290 -0.839640 -0.060567
0.543840 -0.845020 -0.079141
0.547400 -0.836440 -0.095743
0.550980 -0.846900 -0.110390
0.554570 -0.849390 -0.124460
0.558170 -0.832910 -0.137040
0.561770 -0.830450 -0.149150
0.565390 -0.837020 -0.160420
0.569000 -0.848620 -0.171500
0.572620 -0.832240 -0.181380
0.576250 -0.829880 -0.191610
0.579870 -0.847540 -0.201210
0.583510 -0.829220 -0.210950
0.587140 -0.829930 -0.220440
0.590770 -0.842650 -0.229360
0.594410 -0.839390 -0.238490
0.598050 -0.845160 -0.247210
0.601690 -0.826940 -0.255810
0.605330 -0.843750 -0.264410
0.608970 -0.836570 -0.272950
0.612620 -0.838420 -0.280920
0.616260 -0.833280 -0.288900
0.619900 -0.835170 -0.296540
0.623540 -0.844080 -0.303970
0.627180 -0.836010 -0.310870
0.630830 -0.835970 -0.317400
0.634470 -0.837950 -0.323370
0.638110 -0.833950 -0.329030
0.641740 -0.844980 -0.333950
0.645380 -0.842030 -0.337990
0.649010 -0.839120 -0.341430
0.652650 -0.842220 -0.343820
0.656280 -0.844360 -0.344870
0.659910 -0.831520 -0.345420
0.663530 -0.841720 -0.344690
0.667150 -0.835940 -0.342540
0.670770 -0.845200 -0.339100
0.674390 -0.828480 -0.334370
0.678000 -0.840800 -0.328050
0.681620 -0.835150 -0.320140
0.685220 -0.828530 -0.310970
0.688830 -0.837940 -0.300700
0.692420 -0.849380 -0.289520
0.696020 -0.842860 -0.278060
0.699610 -0.849360 -0.267440
0.703200 -0.834900 -0.258530
0.706780 -0.843470 -0.251100
0.710360 -0.850070 -0.244630
0.713940 -0.838700 -0.236400
0.717520 -0.840360 -0.177430
0.721090 -0.849050 -0.106920
0.724660 -0.844760 -0.079474
0.728230 -0.840490 -0.059894
0.731790 -0.847250 -0.038127
0.735360 -0.839020 -0.013550
0.738930 -0.850810 0.013023
0.742500 -0.843620 0.040611
0.746070 -0.858440 0.068975
0.749640 -0.860270 0.097990
0.753220 -0.849100 0.127070
0.756790 -0.844920 0.155730
0.760360 -0.850740 0.183890
0.763920 -0.843550 0.211500
0.767470 -0.857330 0.238090
0.771020 -0.859090 0.263200
0.774540 -0.850810 0.286760
0.778020 -0.863490 0.308660
0.781420 -0.847110 0.328150
0.784660 -0.862650 0.345130
0.787620 -0.865100 0.359310
0.790220 -0.853450 0.370530
0.792630 -0.865740 0.382890
0.000000 0.016000 0.353400
0.000000 0.016000 0.315270
0.000000 0.001000 0.284170
0.000000 0.020000 0.258730
0.000000 0.014000 0.237290
0.000000 0.006000 0.219080
0.000000 0.005000 0.203460
0.000000 0.010000 0.190030
0.000000 0.012000 0.178430
0.000000 0.004000 0.168390
0.000000 0.012000 0.159680
0.000000 0.009000 0.152110
0.000000 0.002000 0.145510
0.000000 0.003000 0.139740
0.000000 0.004000 0.134690
0.000000 0.006000 0.130230
0.000000 0.016000 0.126300
0.000000 0.006000 0.122810
0.000000 0.011000 0.119710
0.000000 0.013000 0.116950
0.000000 0.007000 0.114480
0.000000 0.020000 0.112280
0.000000 0.015000 0.110320
0.000000 0.012000 0.108570
0.000000 0.007000 0.107000
0.000000 0.004000 0.105600
0.000000 0.004000 0.104360
0.000000 0.001000 0.103340
0.000000 0.016000 0.102360
0.000000 0.003000 0.101550
0.000000 0.004000 0.100590
0.000000 0.001000 0.099718
0.000000 0.016000 0.098741
0.000000 0.004000 0.097765
0.000000 0.004000 0.096713
0.000000 0.015000 0.095601
0.000000 0.014000 0.094447
0.000000 0.004000 0.093251
0.000000 0.008000 0.092020
0.000000 0.012000 0.090755
0.000000 0.010000 0.089461
0.000000 0.020000 0.088140
0.000000 0.018000 0.086792
0.000000 0.015000 0.085416
0.000000 0.001000 0.084006
0.000000 0.006000 0.082552
0.000000 0.003000 0.081040
0.000000 0.002000 0.079452
0.000000 0.005000 0.077763
0.000000 0.020000 0.075945
0.000000 0.009000 0.073970
0.000000 0.004000 0.071807
0.000000 0.015000 0.069430
0.000000 0.020000 0.066818
0.000000 0.010000 0.063962
0.000000 0.020000 0.060868
0.000000 0.019000 0.057555
0.000000 0.010000 0.054062
0.000000 0.007000 0.050441
0.000000 0.013000 0.046757
0.000000 0.005000 0.043082
0.000000 0.007000 0.039492
0.000000 0.016000 0.036063
0.000000 0.004000 0.032873
0.000000 0.003000 0.029995
0.505240 -0.848280 1.226400
0.504930 -0.867810 0.583510
0.505630 -0.852360 -0.104050
0.507170 -0.861690 -0.318240
0.509260 -0.863890 -0.355860
0.511810 -0.865030 -0.361190
0.514720 -0.868110 -0.359200
0.517880 -0.865120 -0.356860
0.521200 -0.870080 -0.356450
0.524620 -0.870970 -0.357740
0.528090 -0.860800 -0.360670
0.531600 -0.868590 -0.363760
0.535140 -0.867340 -0.368390
0.538700 -0.866040 -0.373100
0.542270 -0.876710 -0.377920
0.545860 -0.873340 -0.383480
0.549450 -0.869940 -0.388530
0.553050 -0.874510 -0.393770
0.556660 -0.871060 -0.398820
0.560280 -0.883580 -0.403790
0.563900 -0.874070 -0.408900
0.567520 -0.873530 -0.413580
0.571150 -0.865980 -0.418250
0.574790 -0.866390 -0.422720
0.578420 -0.877790 -0.426860
0.582060 -0.880160 -0.430730
0.585710 -0.886510 -0.435040
0.589350 -0.879840 -0.438510
0.593000 -0.877140 -0.441820
0.596650 -0.886420 -0.445520
0.600300 -0.884690 -0.448960
0.603950 -0.874920 -0.451580
0.607600 -0.869140 -0.454340
0.611260 -0.871330 -0.456980
0.614910 -0.881510 -0.459270
0.618570 -0.888660 -0.461270
0.622220 -0.884780 -0.462630
0.625880 -0.875890 -0.463990
0.629530 -0.877970 -0.465080
0.633190 -0.884020 -0.465470
0.636840 -0.882050 -0.465100
0.640500 -0.877060 -0.464010
0.644150 -0.872040 -0.462720
0.647810 -0.873990 -0.460720
0.651460 -0.886920 -0.457500
0.655110 -0.884820 -0.453720
0.658760 -0.884690 -0.449220
0.662400 -0.883540 -0.443380
0.666050 -0.870350 -0.436650
0.669690 -0.873140 -0.428870
0.673330 -0.877900 -0.420110
0.676960 -0.878630 -0.410600
0.680600 -0.887320 -0.400830
0.684230 -0.878990 -0.390540
0.687860 -0.881620 -0.381430
0.691480 -0.879230 -0.372210
0.695100 -0.882800 -0.365780
0.698720 -0.870340 -0.357760
0.702330 -0.878860 -0.280550
0.705950 -0.871340 -0.238690
0.709550 -0.870790 -0.220990
0.713160 -0.872220 -0.200420
0.716760 -0.871620 -0.178420
0.720360 -0.865990 -0.153310
0.723960 -0.862330 -0.126140
0.727560 -0.860660 -0.097236
0.731160 -0.879960 -0.067506
0.734760 -0.879240 -0.036762
0.738360 -0.858510 -0.005089
0.741960 -0.870760 0.026777
0.745560 -0.865010 0.058917
0.749160 -0.864250 0.091173
0.752770 -0.867490 0.123220
0.756370 -0.863730 0.154570
0.759960 -0.866980 0.184820
0.763550 -0.856250 0.214040
0.767130 -0.860550 0.241940
0.770690 -0.869870 0.268180
0.774240 -0.856240 0.292440
0.777750 -0.869660 0.314470
0.781190 -0.865140 0.333870
0.784470 -0.867700 0.350600
0.787490 -0.861350 0.363580
0.790150 -0.856090 0.374580
0.792630 -0.849890 0.382890
0.000000 0.005000 0.353400
0.000000 0.006000 0.315270
0.000000 0.012000 0.284170
0.000000 0.014000 0.258730
0.000000 0.006000 0.237290
0.000000 0.003000 0.219080
0.000000 0.011000 0.203460
0.000000 0.005000 0.190030
0.000000 0.009000 0.178430
0.000000 0.000000 0.168390
0.000000 0.019000 0.159680
0.000000 0.002000 0.152110
0.000000 0.011000 0.145510
0.000000 0.016000 0.139740
0.000000 0.006000 0.134690
0.000000 0.012000 0.130230
0.000000 0.001000 0.126300
0.000000 0.000000 0.122810
0.000000 0.001000 0.119710
0.000000 0.017000 0.116950
0.000000 0.017000 0.114480
0.000000 0.006000 0.112280
0.000000 0.015000 0.110320
0.000000 0.017000 0.108570
0.000000 0.001000 0.107000
0.000000 0.013000 0.105600
0.000000 0.017000 0.104360
0.000000 0.002000 0.103340
0.000000 0.001000 0.102360
0.000000 0.012000 0.101550
0.000000 0.013000 0.100590
0.000000 0.001000 0.099718
0.000000 0.020000 0.098741
0.000000 0.002000 0.097765
0.000000 0.000000 0.096713
0.000000 0.013000 0.095601
0.000000 0.017000 0.094447
0.000000 0.009000 0.093251
0.000000 0.018000 0.092020
0.000000 0.017000 0.090755
0.000000 0.003000 0.089461
0.000000 0.002000 0.088140
0.000000 0.009000 0.086792
0.000000 0.019000 0.085416
0.000000 0.013000 0.084006
0.000000 0.000000 0.082552
0.000000 0.020000 0.081040
0.000000 0.012000 0.079452
0.000000 0.017000 0.077763
0.000000 0.006000 0.075945
0.000000 0.002000 0.073970
0.000000 0.001000 0.071807
0.000000 0.018000 0.069430
0.000000 0.001000 0.066818
0.000000 0.010000 0.063962
0.000000 0.003000 0.060868
0.000000 0.001000 0.057555
0.000000 0.001000 0.054062
0.000000 0.005000 0.050441
0.000000 0.012000 0.046757
0.000000 0.005000 0.043082
0.000000 0.004000 0.039492
0.000000 0.004000 0.036063
0.000000 0.006000 0.032873
0.000000 0.019000 0.029995
