X Z Cp
0.516300 -0.037353 -0.152090
0.523750 -0.037883 -0.147200
0.531200 -0.028378 -0.141950
0.538640 -0.046840 -0.136400
0.546090 -0.040267 -0.130550
0.553530 -0.025661 -0.124590
0.560970 -0.028022 -0.118510
0.568400 -0.042349 -0.112610
0.575840 -0.043644 -0.106700
0.583270 -0.023907 -0.101530
0.590700 -0.031139 -0.096303
0.598130 -0.024339 -0.092984
0.605550 -0.034508 -0.088752
0.612970 -0.029648 -0.046191
0.620390 -0.034758 -0.020377
0.627810 -0.037840 -0.012331
0.635230 -0.017895 -0.005058
0.642640 -0.024922 0.002898
0.650060 -0.032924 0.012372
0.657470 -0.024901 0.022721
0.664870 -0.017854 0.033827
0.672280 -0.020784 0.045579
0.679690 -0.011691 0.057937
0.687100 -0.021579 0.070651
0.694500 -0.025449 0.083574
0.701910 -0.010301 0.096841
0.709310 -0.023135 0.110550
0.716720 -0.007956 0.124500
0.724120 -0.006764 0.138510
0.731530 -0.012562 0.152640
0.738940 -0.005351 0.167000
0.746350 -0.003133 0.181510
0.753760 -0.010911 0.196080
0.761180 -0.006687 0.210700
0.768590 -0.006464 0.225390
0.776000 -0.009244 0.240100
0.783400 0.004968 0.254730
0.790800 -0.004830 0.269260
0.798210 0.007358 0.283710
0.805600 -0.000471 0.298030
0.813000 -0.001320 0.312140
0.820390 0.005805 0.326020
0.827780 0.009903 0.339680
0.835160 -0.002033 0.353110
0.842550 0.012994 0.366150
0.849930 0.007978 0.378760
0.857300 0.005914 0.390930
0.864680 0.010798 0.402670
0.872050 0.000624 0.413880
0.879420 0.013384 0.424470
0.886790 0.002074 0.434380
0.894150 0.011687 0.443580
0.901500 0.016215 0.451980
0.908850 0.020653 0.459480
0.916190 0.019992 0.466000
0.923510 0.009225 0.471450
0.930820 0.016346 0.475680
0.938100 0.009346 0.478520
0.945340 0.011217 0.479700
0.952510 0.005954 0.478930
0.959590 0.013551 0.475810
0.966510 0.001012 0.469890
0.973170 0.008345 0.460540
0.979510 0.007568 0.447070
0.985290 0.001726 0.428230
0.990480 0.012854 0.403850
0.995310 0.002945 0.366160
1.000000 0.003967 0.311470
0.000000 0.020000 0.327200
0.000000 0.013000 0.320300
0.000000 0.008000 0.305850
0.000000 0.004000 0.290340
0.000000 0.020000 0.274120
0.000000 0.003000 0.258210
0.000000 0.008000 0.242560
0.000000 0.011000 0.227350
0.000000 0.002000 0.212590
0.000000 0.012000 0.198330
0.000000 0.002000 0.184580
0.000000 0.012000 0.171360
0.000000 0.010000 0.158660
0.000000 0.017000 0.146510
0.000000 0.012000 0.134910
0.000000 0.004000 0.123860
0.000000 0.009000 0.113370
0.000000 0.009000 0.103440
0.000000 0.018000 0.094079
0.000000 0.015000 0.085281
0.000000 0.008000 0.077047
0.000000 0.003000 0.069374
0.000000 0.011000 0.062257
0.000000 0.000000 0.055686
0.000000 0.002000 0.049650
0.000000 0.013000 0.044135
0.000000 0.010000 0.039124
0.000000 0.020000 0.034598
0.000000 0.013000 0.030538
0.000000 0.020000 0.026925
0.000000 0.018000 0.023742
0.000000 0.014000 0.020973
0.000000 0.001000 0.018611
0.000000 0.009000 0.016664
0.000000 0.000000 0.015150
