X Z P
0.168459 -0.064483 37393.914060
0.168385 -0.060466 37393.878910
0.169232 -0.057661 37402.800780
0.172255 -0.053341 37396.746090
0.172419 -0.047379 37388.695310
0.175606 -0.059097 37387.324220
0.178009 -0.053629 37388.300780
0.181032 -0.048296 37385.390620
0.181196 -0.059334 37358.722660
0.184395 -0.056027 37346.769530
0.160467 -0.045618 37433.523440
0.163490 -0.046323 37417.371090
0.163505 -0.062327 37416.421880
0.163654 -0.060361 37407.042970
0.166840 -0.052104 37395.429690
0.186799 -0.053546 37358.527340
0.189822 -0.065200 37357.378910
0.189998 -0.063237 37350.421880
0.193198 -0.063906 37339.207030
0.195601 -0.062411 37324.722660
0.198637 -0.069041 37314.472660
0.198801 -0.057079 37315.703120
0.202000 -0.070734 37324.859380
0.204404 -0.055227 37327.042970
0.207452 -0.072832 37317.695310
0.207616 -0.057870 37309.535160
0.210816 -0.057512 37301.367190
0.213231 -0.065993 37291.390620
0.216267 -0.063585 37289.250000
0.216885 -0.068699 37296.933590
0.221099 -0.061521 37308.003910
0.221200 -0.064534 37313.042970
0.223342 -0.064947 37303.394530
0.230040 -0.061223 37275.433590
0.233948 -0.069952 37266.191410
0.234048 -0.060977 37269.519530
0.236256 -0.069381 37277.066410
0.225108 -0.064288 37292.269530
0.225208 -0.066312 37289.707030
0.229799 -0.063170 37282.187500
0.238881 -0.068863 37279.855470
0.239038 -0.063892 37279.292970
0.242801 -0.071579 37269.781250
0.242901 -0.061604 37256.730470
0.247734 -0.080477 37246.324220
0.249169 -0.061727 37247.093750
0.251654 -0.067181 37255.496090
0.251754 -0.071193 37257.027340
0.255626 -0.080874 37259.250000
0.256586 -0.066053 37258.988280
0.260507 -0.068744 37250.632810
0.260608 -0.075757 37245.156250
0.262083 -0.079009 37245.218750
0.265452 -0.078592 37230.140620
0.268540 -0.073132 37219.339840
0.269372 -0.071270 37224.703120
0.269473 -0.067283 37230.617190
0.274318 -0.082105 37238.714840
0.274997 -0.076228 37239.894530
0.278250 -0.078771 37230.640620
0.278351 -0.081796 37222.117190
0.281454 -0.072301 37219.734380
0.282372 -0.071462 37218.773440
0.286305 -0.080103 37219.882810
0.287910 -0.082360 37227.558590
0.307465 -0.081539 37193.382810
0.307733 -0.086582 37193.796880
0.313763 -0.089534 37199.054690
0.303023 -0.082833 37194.281250
0.313926 -0.087559 37197.804690
0.320389 -0.088555 37187.941410
0.325246 -0.081301 37174.015620
0.326651 -0.074527 37172.804690
0.331545 -0.092271 37175.562500
0.331708 -0.076296 37173.250000
0.333108 -0.084510 37180.425780
0.336565 -0.092029 37189.925780
0.339565 -0.082469 37186.648440
0.294367 -0.076432 37223.234380
0.295994 -0.083697 37211.421880
0.296158 -0.079722 37208.597660
0.300824 -0.090479 37206.480470
0.302608 -0.090767 37195.222660
0.302608 -0.074767 37194.796880
0.346022 -0.095440 37158.070310
0.349339 -0.083944 37138.988280
0.349502 -0.081957 37145.867190
0.352479 -0.082398 37157.863280
0.354360 -0.084665 37171.136720
0.358936 -0.080344 37169.121090
0.365392 -0.094277 37149.527340
0.367145 -0.080542 37134.863280
0.367309 -0.089555 37127.257810
0.371849 -0.088210 37126.257810
0.372166 -0.082251 37141.406250
0.378306 -0.098119 37146.937500
0.384965 -0.083077 37131.222660
0.385116 -0.100090 37120.605470
0.389986 -0.084772 37122.187500
0.391220 -0.083935 37114.683590
0.394448 -0.101389 37115.667970
0.397677 -0.103843 37123.144530
0.402784 -0.100549 37118.121090
0.402935 -0.094574 37114.875000
0.404133 -0.089737 37114.171880
0.407805 -0.094231 37114.585940
0.410590 -0.100608 37105.894530
0.417047 -0.098491 37094.269530
0.420616 -0.090970 37088.015620
0.420767 -0.094995 37084.531250
0.423504 -0.103361 37092.101560
0.425637 -0.098640 37100.082030
0.429961 -0.091219 37093.406250
0.436418 -0.107076 37071.968750
0.438448 -0.093353 37056.570310
0.438599 -0.107366 37052.929690
0.442874 -0.108921 37058.238280
0.443482 -0.110999 37069.828120
0.449331 -0.111766 37070.800780
0.455788 -0.092611 37058.164060
0.456293 -0.094674 37048.531250
0.456444 -0.111699 37046.843750
0.461314 -0.099319 37044.640620
0.462245 -0.093443 37040.007810
0.468702 -0.110263 37036.558590
0.491994 -0.116213 36994.179690
0.494529 -0.110517 37001.117190
0.474150 -0.099957 37035.863280
0.474289 -0.102982 37034.523440
0.475159 -0.106095 37033.378910
0.479171 -0.096589 37032.191410
0.481616 -0.115902 37025.582030
0.488072 -0.106710 37006.707030
0.500986 -0.115324 37007.019530
0.501759 -0.108415 37005.816410
0.501848 -0.107428 37002.703120
0.507443 -0.106118 36991.824220
0.509864 -0.115420 36983.093750
0.509952 -0.112421 36977.285160
0.513900 -0.113912 36966.207030
0.514182 -0.107946 36966.148440
0.519705 -0.108610 36964.039060
0.520357 -0.106695 36967.250000
0.520357 -0.117695 36967.300780
0.526813 -0.108477 36964.601560
0.527721 -0.105589 36960.312500
0.527810 -0.113590 36959.187500
0.533270 -0.114246 36954.527340
0.537575 -0.108766 36945.664060
0.539727 -0.119015 36929.242190
0.545591 -0.104721 36913.375000
0.545679 -0.121721 36908.949220
0.546184 -0.113784 36917.476560
0.726138 -0.143186 36611.636720
0.726975 -0.137268 36617.773440
0.724478 -0.137029 36612.773440
0.724607 -0.124041 36612.937500
0.733432 -0.139886 36619.843750
0.733715 -0.133914 36619.316410
0.739889 -0.135517 36609.234380
0.742386 -0.127756 36597.464840
0.744047 -0.144913 36592.136720
0.746346 -0.129122 36587.691410
0.752803 -0.134728 36571.914060
0.552641 -0.124541 36927.410160
0.555444 -0.114872 36925.332030
0.559098 -0.116298 36915.160160
0.563461 -0.115815 36903.281250
0.563549 -0.112827 36897.660160
0.565554 -0.116054 36890.156250
0.572011 -0.111798 36880.804690
0.573314 -0.107953 36880.304690
0.578468 -0.111542 36881.894530
0.581343 -0.118870 36881.257810
0.581431 -0.126883 36877.539060
0.584925 -0.109274 36872.460940
0.584925 -0.121274 36872.386720
0.585490 -0.113338 36871.984380
0.591196 -0.112983 36859.617190
0.591459 -0.113013 36858.773440
0.597839 -0.117737 36835.121090
0.601067 -0.124102 36829.562500
0.604295 -0.115456 36837.878910
0.610752 -0.121174 36835.242190
0.599213 -0.119900 36823.648440
0.615448 -0.121697 36825.171880
0.617108 -0.123881 36815.214840
0.618632 -0.129050 36808.949220
0.618756 -0.127064 36808.765620
0.623666 -0.114599 36798.050780
0.630123 -0.115306 36786.503910
0.630549 -0.123352 36786.105470
0.634991 -0.121835 36782.265620
0.636580 -0.118999 36779.890620
0.636580 -0.131999 36783.617190
0.636639 -0.122006 36783.757810
0.636862 -0.130030 36783.718750
0.643036 -0.133693 36780.375000
0.649493 -0.134386 36764.011720
0.652886 -0.116752 36745.964840
0.654534 -0.125922 36737.003910
0.655950 -0.133067 36733.390620
0.659178 -0.123408 36732.503910
0.662407 -0.124748 36735.613280
0.668864 -0.131429 36731.957030
0.670781 -0.123631 36725.933590
0.672429 -0.129801 36722.679690
0.675321 -0.134097 36719.031250
0.681777 -0.133754 36704.171880
0.688234 -0.131422 36679.261720
0.688676 -0.139460 36667.542970
0.690324 -0.132630 36672.800780
0.694691 -0.129065 36680.488280
0.701148 -0.129721 36676.031250
0.701622 -0.139768 36674.828120
0.706571 -0.129263 36665.113280
0.708231 -0.132433 36657.316410
0.708430 -0.128453 36656.976560
0.714062 -0.126007 36646.351560
0.720518 -0.139638 36626.457030
0.759259 -0.126333 36554.750000
0.760306 -0.135434 36551.738280
0.761955 -0.127591 36556.054690
0.765716 -0.133926 36560.273440
0.772173 -0.144518 36551.753910
0.778226 -0.147073 36534.453120
0.779764 -0.148220 36525.277340
0.779875 -0.144229 36525.167970
0.785087 -0.137691 36515.628910
0.791544 -0.146271 36498.187500
0.794772 -0.148561 36488.253910
0.796147 -0.138675 36487.761720
0.797747 -0.129815 36491.492190
0.797795 -0.146819 36491.687500
0.804457 -0.147406 36494.207030
0.810914 -0.147961 36480.960940
0.814067 -0.150239 36466.781250
0.815727 -0.136370 36460.585940
0.817371 -0.142516 36459.257810
0.823828 -0.142058 36446.015620
0.830285 -0.140601 36425.777340
0.832000 -0.134752 36418.589840
0.833660 -0.150883 36421.625000
0.836741 -0.147130 36428.390620
0.843198 -0.152660 36424.093750
0.849933 -0.151215 36406.496090
0.851593 -0.153345 36398.003910
0.852884 -0.151442 36398.820310
0.852884 -0.138442 36398.742190
0.856112 -0.136707 36397.144530
0.862569 -0.145211 36376.000000
0.863032 -0.138248 36374.046880
0.867865 -0.151640 36357.312500
0.869527 -0.147758 36347.234380
0.869589 -0.148763 36347.500000
0.872254 -0.141968 36352.058590
0.875482 -0.137220 36361.613280
0.881939 -0.152712 36355.847660
0.885811 -0.142002 36344.058590
0.887471 -0.147132 36338.722660
0.887455 -0.142131 36338.699220
0.888396 -0.139204 36339.457030
0.891625 -0.153431 36339.753910
0.894712 -0.138660 36335.261720
0.894853 -0.157670 36335.027340
0.901310 -0.147149 36317.457030
0.903756 -0.140326 36303.753910
0.905405 -0.155444 36296.171880
0.907767 -0.150616 36290.976560
0.914223 -0.153070 36286.898440
0.920680 -0.148536 36279.058590
0.921702 -0.142600 36273.597660
0.923362 -0.151717 36275.703120
0.927137 -0.146978 36276.988280
0.933594 -0.140407 36267.664060
0.939647 -0.143823 36251.382810
0.941196 -0.143920 36244.085940
0.941308 -0.140928 36244.078120
0.946508 -0.158264 36242.125000
0.952964 -0.147693 36225.964840
0.957605 -0.146996 36207.273440
0.959216 -0.145097 36200.457030
0.959266 -0.148100 36200.398440
0.962650 -0.156310 36203.378910
0.965878 -0.162500 36208.378910
0.972335 -0.160904 36201.648440
0.975563 -0.158105 36191.054690
0.977225 -0.146210 36185.628910
0.978792 -0.145295 36188.656250
0.985249 -0.154673 36185.949220
0.991705 -0.144051 36171.824220
0.993521 -0.164165 36162.269530
0.995183 -0.146256 36159.773440
0.998162 -0.153417 36159.515620
1.004619 -0.144783 36149.855470
1.011076 -0.147136 36129.464840
1.011492 -0.162161 36119.582030
1.013153 -0.158252 36120.046880
1.017533 -0.164476 36122.273440
1.023990 -0.156817 36119.445310
1.024469 -0.156842 36118.683590
1.029463 -0.160107 36112.453120
1.031124 -0.147186 36110.179690
1.031320 -0.156195 36110.320310
1.036903 -0.152473 36110.296880
1.043360 -0.153788 36100.863280
1.047433 -0.149990 36087.156250
1.047563 -0.161995 36087.085940
1.049095 -0.151056 36083.410160
1.049817 -0.159091 36085.644530
1.053045 -0.166242 36088.382810
1.056133 -0.149387 36086.468750
1.056274 -0.147393 36086.363280
1.062731 -0.165683 36073.589840
1.065404 -0.157809 36061.996090
1.067065 -0.152875 36057.605470
1.069188 -0.165961 36060.027340
1.069470 -0.167973 36059.851560
1.075644 -0.159238 36054.007810
1.082101 -0.166503 36037.523440
1.083387 -0.148553 36029.074220
1.085048 -0.149619 36028.656250
1.088558 -0.149755 36032.886720
1.091786 -0.148881 36036.675780
1.095015 -0.155007 36032.312500
1.101370 -0.155247 36021.988280
1.102907 -0.162295 36018.285160
1.103031 -0.168300 36018.476560
1.107929 -0.160474 36024.281250
1.114385 -0.158701 36018.105470
1.119341 -0.158865 36005.285160
1.119471 -0.153869 36005.207030
1.121015 -0.157918 36004.355470
1.127299 -0.151117 36007.226560
1.133756 -0.157319 36000.609380
1.137337 -0.152420 35987.703120
1.137466 -0.168424 35987.742190
1.138998 -0.153471 35984.113280
1.140213 -0.150508 35989.929690
1.140495 -0.166515 35990.128910
1.146670 -0.151672 35991.257810
1.153126 -0.156849 35981.363280
1.155321 -0.155912 35972.769530
1.156982 -0.156951 35970.445310
1.159583 -0.155012 35974.968750
1.166040 -0.160151 35975.609380
1.172497 -0.156303 35963.968750
1.173304 -0.161315 35956.812500
1.174965 -0.152354 35958.750000
1.178954 -0.169429 35962.945310
1.185410 -0.154554 35958.960940
1.191300 -0.168656 35947.718750
1.192856 -0.155680 35944.902340
1.192961 -0.162682 35945.058590
1.198324 -0.159769 35951.800780
1.204781 -0.164858 35947.921880
1.209295 -0.163921 35938.031250
1.210956 -0.156946 35934.937500
1.211238 -0.151946 35939.011720
1.211282 -0.153946 35939.546880
1.217695 -0.160009 35943.992190
1.224151 -0.152072 35938.515620
1.227279 -0.159110 35928.546880
1.228940 -0.156122 35925.246090
1.230608 -0.154135 35934.500000
1.237065 -0.168173 35942.332030
1.243522 -0.170211 35935.183590
1.245275 -0.155223 35928.882810
1.246936 -0.164223 35929.535160
1.249979 -0.157223 35937.230470
1.256436 -0.153236 35940.781250
1.262892 -0.166248 35931.714840
1.263271 -0.166248 35925.968750
1.264932 -0.161248 35931.210940
1.269349 -0.161223 35941.746090
1.275806 -0.159211 35942.273440
1.276284 -0.160210 35941.550780
1.281267 -0.169198 35935.441410
1.282928 -0.164184 35936.839840
1.283124 -0.165183 35937.437500
1.288720 -0.171135 35945.363280
1.295177 -0.168085 35947.039060
1.299250 -0.152059 35938.382810
1.300898 -0.153034 35936.550780
1.300923 -0.156034 35937.066410
1.301633 -0.170034 35943.496090
