X Z P
0.065150 0.094235 36960.398440
0.066205 0.104869 36938.171880
0.067268 0.100508 36910.128910
0.067483 0.101635 36822.820310
0.068378 0.116164 36810.851560
0.070925 0.101659 36754.945310
0.070944 0.107665 36724.113280
0.071417 0.101942 36698.910160
0.071607 0.109056 36715.371090
0.073221 0.118976 36706.000000
0.074620 0.101784 36658.097660
0.074639 0.119796 36640.121090
0.075390 0.102212 36606.082030
0.078063 0.104726 36573.917970
0.078334 0.114877 36523.453120
0.078353 0.103890 36510.765620
0.079375 0.103457 36490.691410
0.081292 0.116504 36474.277340
0.082061 0.103939 36430.367190
0.082080 0.123945 36418.980470
0.083373 0.115651 36389.632810
0.084520 0.112269 36358.109380
0.085167 0.119621 36338.710940
0.085813 0.124969 36328.789060
0.085832 0.113976 36319.128910
0.087408 0.120808 36288.390620
0.089577 0.119962 36249.003910
0.089596 0.123974 36232.480470
0.090977 0.120700 36202.570310
0.091209 0.115819 36190.457030
0.091444 0.125939 36178.003910
0.093354 0.113942 36139.109380
0.093373 0.125948 36126.289060
0.094281 0.130415 36114.601560
0.094205 0.115377 36114.515620
0.095504 0.125045 36082.453120
0.097150 0.124884 36027.398440
0.097169 0.119890 36020.019530
0.097440 0.122029 36032.066410
0.099578 0.132113 35994.210940
0.100959 0.133801 35928.320310
0.100978 0.128813 35926.312500
0.103664 0.123150 35894.878910
0.104773 0.115692 35840.859380
0.104786 0.127705 35840.070310
0.107182 0.127871 35804.839840
0.107119 0.123846 35827.960940
0.107775 0.135162 35789.144530
0.107794 0.130168 35786.648440
0.110348 0.131397 35760.929690
0.111886 0.125141 35706.500000
0.112441 0.120406 35659.871090
0.112460 0.125419 35654.148440
0.113576 0.123949 35655.789060
0.114795 0.127520 35640.804690
0.116022 0.138096 35629.089840
0.116054 0.124115 35616.925780
0.116067 0.124121 35616.347660
0.116092 0.131134 35615.792970
0.116111 0.133140 35614.980470
0.116162 0.124166 35612.937500
0.116301 0.134229 35607.851560
0.116804 0.138474 35591.062500
0.118660 0.138336 35584.000000
0.119995 0.127963 35588.660160
0.119995 -0.047768 37383.589840
0.123261 -0.051689 37347.488280
0.124881 -0.046144 37329.875000
0.126490 -0.049597 37317.585940
0.127083 -0.050762 37337.261720
0.127315 -0.036823 37342.687500
0.129718 -0.048479 37385.105470
0.129718 -0.049479 37383.867190
0.132946 -0.045350 37362.449220
0.127927 -0.054994 37382.796880
0.127965 -0.052000 37384.542970
0.127650 -0.040916 37366.164060
0.127756 -0.043943 37377.179690
0.127807 -0.051962 37378.234380
0.127839 -0.038969 37378.871090
0.127864 -0.047975 37378.910160
0.127876 -0.044981 37379.808590
0.127889 -0.044981 37380.371090
0.127895 -0.052988 37380.828120
0.127902 -0.054988 37381.187500
0.127908 -0.046988 37381.484380
0.127914 -0.055988 37381.730470
0.127914 -0.046988 37381.941410
0.127921 -0.044994 37382.148440
0.127409 -0.042849 37346.449220
0.127339 -0.055829 37342.875000
0.136358 -0.044266 37321.921880
0.136379 -0.055270 37320.035160
0.136516 -0.046308 37316.828120
0.136654 -0.046346 37312.566410
0.139403 -0.043052 37312.722660
0.142238 -0.058780 37309.835940
0.145072 -0.043509 37299.648440
0.145091 -0.052517 37290.828120
0.145356 -0.052580 37280.203120
0.145609 -0.054641 37274.000000
0.145860 -0.049704 37266.718750
0.149100 -0.055508 37253.691410
0.152317 -0.055306 37241.902340
0.153811 -0.055678 37227.492190
0.153830 -0.049684 37227.542970
0.154095 -0.049747 37228.812500
0.158774 -0.043857 37227.812500
0.171328 -0.047776 37190.117190
0.171347 -0.059783 37189.277340
0.165930 -0.061534 37188.886720
0.165231 -0.046370 37185.363280
0.171612 -0.060835 37184.656250
0.172756 -0.056096 37175.039060
0.178144 -0.049285 37156.726560
0.180105 -0.067721 37133.535160
0.180126 -0.063727 37132.945310
0.180402 -0.060788 37136.808590
0.184601 -0.057685 37151.398440
0.162561 -0.046761 37204.355470
0.162582 -0.060765 37201.230470
0.162847 -0.044828 37186.785160
0.162847 -0.055828 37185.843750
0.188908 -0.054612 37143.550780
0.188927 -0.059616 37141.621090
0.189192 -0.064669 37133.304690
0.191058 -0.062058 37136.835940
0.197710 -0.057441 37104.980470
0.197731 -0.053445 37104.582030
0.194286 -0.053728 37124.453120
0.197996 -0.070497 37110.847660
0.203972 -0.071706 37118.632810
0.206538 -0.056221 37113.222660
0.206557 -0.061225 37112.917970
0.206822 -0.074276 37107.582030
0.210428 -0.064982 37096.281250
0.215366 -0.057949 37090.980470
0.215385 -0.067953 37090.988280
0.215649 -0.070003 37092.152340
0.216885 -0.072241 37097.109380
0.223342 -0.073477 37096.464840
0.229799 -0.071675 37073.757810
0.233046 -0.067278 37078.445310
0.233065 -0.074282 37077.753910
0.233330 -0.066331 37073.312500
0.233370 -0.063339 37073.375000
0.236256 -0.077860 37077.171880
0.224204 -0.062639 37091.171880
0.224225 -0.064641 37091.050780
0.224490 -0.068691 37080.015620
0.241920 -0.061884 37074.179690
0.242183 -0.078932 37067.542970
0.242713 -0.069023 37063.574220
0.249169 -0.078168 37059.570310
0.250996 -0.082490 37061.203120
0.251036 -0.070498 37061.796880
0.255626 -0.066290 37065.707030
0.259610 -0.072978 37055.281250
0.259649 -0.066984 37053.785160
0.259901 -0.080024 37047.539060
0.262083 -0.071400 37042.000000
0.267964 -0.082389 37051.230470
0.268540 -0.079487 37051.792970
0.265091 -0.084905 37042.117190
0.268739 -0.071518 37049.687500
0.268780 -0.066525 37049.707030
0.274997 -0.071557 37052.093750
0.277353 -0.071943 37048.949220
0.277395 -0.075950 37048.753910
0.277645 -0.081998 37043.765620
0.281454 -0.082616 37034.195310
0.284148 -0.082047 37030.609380
0.286494 -0.068429 37031.988280
0.286536 -0.084436 37032.359380
0.287910 -0.077652 37039.339840
0.307281 -0.087689 37022.183590
0.304305 -0.082235 37013.429690
0.304265 -0.089229 37013.769530
0.312904 -0.085553 37032.328120
0.312943 -0.076560 37032.382810
0.313196 -0.075597 37032.488280
0.313738 -0.074686 37031.011720
0.320195 -0.082657 37022.136720
0.322047 -0.076930 37011.097660
0.322086 -0.079936 37010.289060
0.326471 -0.094590 37008.714840
0.327288 -0.091711 37012.199220
0.330698 -0.091216 37013.945310
0.330737 -0.090220 37013.445310
0.330990 -0.092258 37012.394530
0.332758 -0.091521 37015.781250
0.333108 -0.090574 37018.007810
0.339849 -0.077551 37011.253910
0.339565 -0.089507 37016.546880
0.294367 -0.083684 37040.949220
0.295122 -0.081804 37036.671880
0.295162 -0.083810 37036.578120
0.295414 -0.074848 37035.445310
0.300824 -0.083693 37026.015620
0.339893 -0.094557 37007.164060
0.346022 -0.085440 36995.328120
0.348796 -0.090844 36992.175780
0.348546 -0.090806 36986.164060
0.348505 -0.096799 36986.171880
0.352479 -0.080361 37003.695310
0.357660 -0.090098 37007.921880
0.357700 -0.098105 37007.695310
0.358936 -0.080271 37004.421880
0.365392 -0.095177 36993.757810
0.366324 -0.088309 36984.714840
0.366364 -0.087315 36984.593750
0.366616 -0.096343 36981.308590
0.371681 -0.081047 36981.304690
0.372417 -0.088151 36986.148440
0.375479 -0.090572 36986.679690
0.375519 -0.083576 36986.437500
0.378306 -0.090955 36989.996090
0.384156 -0.102745 36990.601560
0.384196 -0.092751 36990.148440
0.384435 -0.086787 36988.464840
0.384763 -0.087837 36984.410160
0.391220 -0.091697 36970.007810
0.395529 -0.104275 36956.824220
0.397677 -0.089565 36964.835940
0.401988 -0.096129 36972.210940
0.402027 -0.092135 36972.304690
0.402267 -0.090171 36972.960940
0.404133 -0.089410 36975.660160
0.393311 -0.103981 36957.839840
0.393351 -0.087985 36957.531250
0.410590 -0.095255 36970.406250
0.417047 -0.106100 36949.226560
0.419793 -0.102455 36934.937500
0.419872 -0.105466 36934.816410
0.420112 -0.096493 36938.437500
0.423504 -0.096932 36952.382810
0.429961 -0.107752 36957.390620
0.436418 -0.089572 36944.203120
0.437637 -0.104727 36933.687500
0.437719 -0.103738 36933.527340
0.437956 -0.103774 36931.527340
0.442874 -0.110379 36922.523440
0.446103 -0.099782 36925.140620
0.449331 -0.106186 36934.191410
0.455494 -0.103957 36931.296880
0.455576 -0.092968 36930.890620
0.455813 -0.092993 36926.464840
0.462245 -0.110788 36919.773440
0.468702 -0.101569 36904.734380
0.473352 -0.107139 36894.226560
0.473433 -0.099150 36894.144530
0.473671 -0.104175 36894.449220
0.475159 -0.109353 36901.585940
0.481616 -0.105133 36906.789060
0.488072 -0.098902 36897.433590
0.491221 -0.101283 36882.988280
0.491303 -0.112293 36881.839840
0.491540 -0.113319 36874.359380
0.491701 -0.109337 36874.156250
0.494529 -0.098672 36870.273440
0.500986 -0.103428 36877.984380
0.497758 -0.104050 36871.496090
0.507443 -0.116185 36876.828120
0.509173 -0.117387 36872.937500
0.509410 -0.100412 36871.734380
0.513900 -0.110931 36868.210940
0.520357 -0.109675 36851.746090
0.525945 -0.111328 36837.453120
0.526892 -0.110434 36833.894530
0.527055 -0.115455 36834.207030
0.527280 -0.116480 36835.355470
0.533270 -0.103151 36845.140620
0.539727 -0.102880 36841.910160
0.544764 -0.110454 36829.132810
0.544925 -0.115473 36828.285160
0.545150 -0.110498 36824.820310
0.546184 -0.108612 36818.855470
0.749574 -0.125029 36522.121090
0.751194 -0.142174 36523.402340
0.752803 -0.132319 36524.664060
0.552641 -0.115330 36805.726560
0.555869 -0.111683 36804.222660
0.559098 -0.113049 36808.941410
0.562657 -0.120447 36805.546880
0.562820 -0.122465 36805.273440
0.563032 -0.124480 36803.945310
0.565554 -0.123755 36804.476560
0.572011 -0.119462 36797.402340
0.578468 -0.110168 36777.968750
0.580539 -0.119391 36764.644530
0.580702 -0.113407 36764.496090
0.580814 -0.106420 36762.835940
0.580927 -0.113433 36761.500000
0.584925 -0.115861 36765.085940
0.591382 -0.123555 36770.656250
0.597839 -0.113249 36762.703120
0.598435 -0.110308 36756.683590
0.598597 -0.110324 36755.105470
0.598810 -0.116350 36754.128910
0.604295 -0.115917 36748.488280
0.610752 -0.110598 36728.218750
0.611547 -0.120682 36725.933590
0.616331 -0.124187 36714.976560
0.616492 -0.117203 36714.621090
0.616705 -0.124229 36713.343750
0.617209 -0.117279 36719.675780
0.623666 -0.130947 36726.992190
0.630123 -0.111603 36720.296880
0.634227 -0.128028 36706.902340
0.634387 -0.120045 36705.906250
0.634600 -0.125070 36701.894530
0.636580 -0.117272 36696.742190
0.643036 -0.132915 36686.058590
0.649493 -0.132570 36677.187500
0.652132 -0.114833 36674.039060
0.652295 -0.132850 36674.007810
0.652507 -0.127873 36674.886720
0.655950 -0.123214 36677.339840
0.662407 -0.129857 36671.152340
0.668864 -0.124500 36655.167970
0.670040 -0.119609 36645.765620
0.670203 -0.125626 36645.578120
0.670415 -0.116651 36642.113280
0.675321 -0.133118 36633.648440
0.681777 -0.128748 36631.867190
0.678549 -0.131433 36630.390620
0.687947 -0.125350 36628.457030
0.688110 -0.137366 36628.070310
0.688322 -0.136379 36624.929690
0.694691 -0.131984 36620.933590
0.701148 -0.136602 36608.406250
0.705857 -0.136042 36592.515620
0.706018 -0.132056 36591.371090
0.706230 -0.139082 36587.101560
0.707605 -0.125208 36580.621090
0.714062 -0.126811 36577.394530
0.720518 -0.137406 36579.148440
0.723775 -0.139706 36572.941410
0.723938 -0.132721 36572.230470
0.724138 -0.131746 36567.593750
0.726975 -0.136998 36567.214840
0.733432 -0.123578 36560.039060
0.739889 -0.130171 36543.066410
0.741696 -0.142333 36532.195310
0.741858 -0.124348 36532.050780
0.742058 -0.133360 36527.636720
0.746346 -0.141739 36520.187500
0.759259 -0.141886 36518.566410
0.759618 -0.123918 36515.101560
0.759779 -0.125937 36512.417970
0.759978 -0.131949 36511.992190
0.765716 -0.144441 36510.148440
0.772173 -0.138996 36499.148440
0.777549 -0.136463 36484.421880
0.777748 -0.143486 36479.800780
0.777911 -0.134501 36479.636720
0.778630 -0.139551 36471.187500
0.785087 -0.137093 36463.902340
0.791544 -0.134636 36462.664060
0.795563 -0.145980 36457.339840
0.795642 -0.145989 36456.785160
0.795844 -0.141001 36454.519530
0.798000 -0.137178 36454.406250
0.804457 -0.136707 36449.093750
0.810914 -0.143224 36435.781250
0.813496 -0.129443 36426.839840
0.813577 -0.131451 36426.652340
0.813766 -0.139464 36422.390620
0.817371 -0.128752 36412.824220
0.823828 -0.137259 36402.058590
0.830285 -0.145776 36395.917970
0.827056 -0.132511 36397.757810
0.831429 -0.140858 36392.476560
0.831510 -0.144864 36392.484380
0.831710 -0.129887 36394.269530
0.836741 -0.148267 36396.781250
0.843198 -0.140770 36388.843750
0.849374 -0.131245 36376.062500
0.849455 -0.138251 36375.332030
0.849642 -0.139264 36368.804690
0.856112 -0.142743 36360.796880
0.862569 -0.140222 36343.914060
0.867319 -0.133569 36327.367190
0.867399 -0.145575 36326.613280
0.867588 -0.148588 36323.933590
0.867588 -0.144588 36323.910160
0.868354 -0.147645 36326.652340
0.869108 -0.143701 36329.277340
0.875482 -0.140155 36335.640620
0.878699 -0.142388 36333.320310
0.881939 -0.145622 36330.742190
0.885265 -0.135855 36317.433590
0.885346 -0.147862 36316.605470
0.885533 -0.145874 36312.042970
0.888396 -0.144076 36313.269530
0.894853 -0.153517 36309.046880
0.901310 -0.150971 36294.828120
0.903221 -0.153104 36285.988280
0.903302 -0.153110 36285.894530
0.903479 -0.137121 36282.265620
0.907767 -0.155400 36273.992190
0.920680 -0.139258 36260.929690
0.914223 -0.145829 36267.816410
0.921168 -0.154289 36256.429690
0.921250 -0.146296 36255.796880
0.921437 -0.144308 36257.683590
0.927137 -0.155674 36261.105470
0.933594 -0.137077 36254.816410
0.939126 -0.144437 36243.503910
0.939208 -0.148441 36242.851560
0.939395 -0.139454 36240.113280
0.940051 -0.152494 36238.179690
0.946508 -0.140885 36234.347660
0.952964 -0.152275 36221.914060
0.957095 -0.139524 36205.378910
0.957177 -0.153528 36204.261720
0.957353 -0.138540 36199.976560
0.959421 -0.148654 36198.070310
0.965878 -0.148032 36195.835940
0.972335 -0.139408 36190.945310
0.975055 -0.143558 36186.160160
0.975137 -0.153562 36186.082030
0.975311 -0.158574 36185.277340
0.978216 -0.159732 36185.953120
0.978792 -0.142764 36186.414060
0.985249 -0.152117 36185.027340
0.991705 -0.152470 36172.199220
0.993024 -0.150541 36164.429690
0.993105 -0.142545 36164.351560
0.993282 -0.152558 36163.968750
0.998162 -0.148810 36164.410160
1.004619 -0.160149 36157.972660
1.010995 -0.154474 36145.058590
1.011076 -0.158479 36143.367190
1.011076 -0.156479 36137.960940
1.011103 -0.154481 36136.734380
1.011240 -0.156491 36135.605470
1.017533 -0.157794 36133.019530
1.023990 -0.149109 36122.355470
1.030446 -0.146412 36111.066410
1.029211 -0.158361 36106.570310
1.029211 -0.144361 36106.601560
1.033663 -0.147556 36114.210940
1.028965 -0.151345 36109.976560
1.029047 -0.142349 36109.273440
1.036903 -0.151702 36117.468750
1.043360 -0.159003 36113.273440
1.046938 -0.145164 36101.468750
1.047019 -0.145169 36100.671880
1.047194 -0.157169 36097.433590
1.049817 -0.157282 36101.226560
1.056274 -0.146557 36101.972660
1.062731 -0.153824 36091.953120
1.064919 -0.162921 36084.539060
1.065001 -0.147923 36084.437500
1.065165 -0.155925 36082.679690
1.069188 -0.159077 36083.667970
1.075644 -0.157329 36081.410160
1.081032 -0.157539 36072.636720
1.082101 -0.148579 36070.476560
1.082903 -0.164604 36062.484380
1.082984 -0.149606 36062.433590
1.083148 -0.146619 36063.066410
1.088558 -0.158808 36064.628910
