X Z P
1.095015 -0.152035 36056.773440
1.100886 -0.161235 36044.433590
1.100967 -0.152237 36043.800780
1.101119 -0.164247 36041.269530
1.101472 -0.145260 36040.843750
1.107929 -0.153462 36042.617190
1.114385 -0.157663 36039.156250
1.118869 -0.165802 36030.210940
1.118950 -0.147804 36029.699220
1.119102 -0.153804 36027.882810
1.120842 -0.148855 36032.761720
1.127299 -0.156031 36037.921880
1.133756 -0.166218 36031.925780
1.136855 -0.147304 36023.062500
1.136936 -0.158307 36022.523440
1.137098 -0.151309 36018.109380
1.140213 -0.163384 36023.960940
1.146670 -0.149536 36028.093750
1.153126 -0.147687 36019.382810
1.154848 -0.150735 36012.820310
1.154930 -0.151735 36012.761720
1.155081 -0.158737 36012.593750
1.159583 -0.152826 36017.218750
1.164971 -0.155941 36018.046880
1.166040 -0.154958 36016.894530
1.172497 -0.160091 36007.691410
1.172831 -0.153091 36003.312500
1.172915 -0.164091 36000.160160
1.173064 -0.167101 36002.066410
1.178954 -0.156191 36009.480470
1.185410 -0.156292 36008.558590
1.190827 -0.156379 36000.105470
1.190909 -0.153381 35999.593750
1.191060 -0.148391 35997.445310
1.191867 -0.148393 35998.914060
1.198324 -0.149479 36003.664060
1.204781 -0.155555 36001.210940
1.208823 -0.148606 35991.968750
1.208905 -0.165606 35991.378910
1.209044 -0.160606 35989.218750
1.211238 -0.167620 35994.515620
1.217695 -0.156671 36000.406250
1.224151 -0.152721 35995.671880
1.226809 -0.164744 35989.644530
1.226890 -0.159746 35989.527340
1.227039 -0.165746 35988.109380
1.227324 -0.161746 35986.492190
1.230608 -0.151759 35992.781250
1.237065 -0.156784 35998.492190
1.243522 -0.151809 35991.949220
1.244805 -0.154809 35986.707030
1.244886 -0.149809 35986.675780
1.245035 -0.166809 35987.960940
1.249979 -0.164809 35995.808590
1.256436 -0.159807 35998.832030
1.262799 -0.152807 35991.007810
1.262880 -0.149807 35990.140620
1.263019 -0.167807 35988.621090
1.269349 -0.165772 35999.687500
1.275806 -0.159734 36002.777340
1.280794 -0.151708 35996.402340
1.280876 -0.156708 35996.023440
1.281015 -0.152708 35994.781250
1.282263 -0.164696 35999.199220
1.288720 -0.153643 36008.566410
1.295177 -0.155580 36008.742190
1.295738 -0.167576 36007.894530
1.298791 -0.152545 36002.363280
1.298872 -0.147542 36001.722660
1.299010 -0.165542 36000.390620
1.301633 -0.160505 36009.480470
1.308090 -0.163416 36020.960940
1.314547 -0.152328 36020.050780
1.316776 -0.164292 36016.335940
1.316857 -0.147290 36016.292970
1.316994 -0.167290 36016.292970
1.321004 -0.167215 36026.148440
1.327461 -0.151091 36035.878910
1.333918 -0.148975 36033.046880
1.334769 -0.155954 36029.351560
1.334851 -0.151952 36029.328120
1.334979 -0.156952 36032.250000
1.340375 -0.154826 36045.687500
1.346831 -0.162674 36054.332030
1.352765 -0.156536 36050.957030
1.352847 -0.165534 36050.562500
1.352973 -0.165534 36052.445310
1.359745 -0.159344 36066.988280
1.366202 -0.153157 36075.210940
1.370749 -0.148031 36071.503910
1.370830 -0.152029 36071.257810
1.370956 -0.152029 36070.570310
1.372659 -0.151968 36077.992190
1.379116 -0.149754 36091.449220
1.385572 -0.152539 36094.800780
1.388732 -0.155441 36090.019530
1.388813 -0.159436 36089.562500
1.388939 -0.146426 36087.402340
1.392029 -0.160312 36101.675780
1.398486 -0.155071 36123.589840
1.404943 -0.149821 36129.824220
1.406715 -0.159760 36127.777340
1.406797 -0.147755 36127.835940
1.406912 -0.153745 36129.886720
1.411400 -0.145556 36144.375000
1.416788 -0.157324 36156.628910
1.417857 -0.145278 36159.687500
1.424313 -0.145001 36162.175780
1.424685 -0.151988 36161.179690
1.424692 -0.161990 36160.539060
1.424770 -0.156986 36160.488280
1.424893 -0.158976 36165.023440
1.430770 -0.158696 36184.578120
1.437227 -0.159383 36199.375000
1.442659 -0.163122 36200.664060
1.442740 -0.145118 36200.574220
1.442864 -0.154116 36200.261720
1.443684 -0.151078 36206.824220
1.450141 -0.156727 36223.640620
1.456598 -0.142387 36234.011720
1.460629 -0.142176 36233.382810
1.460711 -0.142170 36233.261720
1.460835 -0.149170 36233.531250
1.463054 -0.147034 36248.910160
1.469511 -0.154666 36275.183590
1.475968 -0.151287 36286.648440
1.478598 -0.156140 36286.632810
1.478679 -0.146136 36286.660160
1.478793 -0.145123 36288.031250
1.482425 -0.159896 36305.359380
1.488882 -0.156493 36328.726560
1.495339 -0.156079 36337.664060
1.496556 -0.147007 36338.839840
1.496637 -0.145001 36338.871090
1.496751 -0.142991 36342.500000
1.501795 -0.159648 36360.152340
1.508252 -0.155207 36377.371090
1.514504 -0.149784 36383.082030
1.514585 -0.151778 36383.296880
1.514696 -0.151767 36394.562500
1.521166 -0.157299 36424.242190
1.527623 -0.142821 36444.484380
1.532449 -0.149473 36451.484380
1.532531 -0.143466 36451.820310
1.532642 -0.146454 36453.324220
1.534080 -0.156340 36465.929690
1.540536 -0.150836 36492.371090
1.546993 -0.136331 36508.734380
1.550393 -0.137062 36508.417970
1.550474 -0.149056 36508.117190
1.550525 -0.144056 36508.160160
1.550575 -0.145056 36508.035160
1.553450 -0.138816 36528.679690
1.556667 -0.135546 36544.921880
1.559907 -0.154272 36561.832030
1.566364 -0.136732 36583.101560
1.568325 -0.143572 36585.894530
1.568426 -0.150561 36588.703120
1.568508 -0.150555 36589.398440
1.572821 -0.140175 36611.648440
1.579277 -0.141607 36636.921880
1.585734 -0.141040 36647.492190
1.586287 -0.132981 36649.078120
1.586327 -0.140979 36649.085940
1.586428 -0.150977 36655.074220
1.592191 -0.149434 36686.460940
1.598648 -0.149831 36719.691410
1.604208 -0.148316 36731.921880
1.604247 -0.137312 36732.292970
1.604348 -0.138299 36733.906250
1.605105 -0.144226 36744.394530
1.611562 -0.147593 36771.902340
1.618018 -0.141963 36794.429690
1.622115 -0.133563 36801.921880
1.622155 -0.141559 36802.253910
1.622256 -0.134547 36804.652340
1.624475 -0.143320 36826.765620
1.630932 -0.135651 36864.812500
1.637389 -0.129985 36887.859380
1.640010 -0.143722 36894.242190
1.640050 -0.137718 36894.347660
1.640151 -0.145705 36898.007810
1.643846 -0.145302 36919.488280
1.650303 -0.145608 36949.066410
1.656760 -0.144915 36971.992190
1.657905 -0.132793 36984.105470
1.657945 -0.137788 36984.425780
1.658033 -0.132776 36994.484380
1.663216 -0.128196 37024.042970
1.669673 -0.128477 37054.718750
1.675788 -0.123788 37071.347660
1.675827 -0.127783 37071.800780
1.675872 -0.124779 37077.765620
1.675916 -0.128773 37081.167970
1.679162 -0.138393 37090.933590
1.682398 -0.128016 37109.730470
1.685739 -0.128624 37134.851560
1.689044 -0.126241 37155.042970
1.691362 -0.126970 37163.796880
1.693657 -0.135707 37174.113280
1.693697 -0.131703 37174.515620
1.693785 -0.125690 37177.621090
1.695500 -0.129476 37191.828120
1.701957 -0.120694 37221.328120
1.708414 -0.136924 37246.777340
1.711527 -0.120540 37258.808590
1.711567 -0.124533 37259.351560
1.711645 -0.133533 37270.328120
1.714871 -0.126130 37301.316410
1.721328 -0.129323 37336.503910
1.727785 -0.135516 37358.167970
1.729382 -0.126308 37367.203120
1.729424 -0.117301 37367.292970
1.729500 -0.128289 37372.203120
1.734241 -0.124683 37401.046880
1.740698 -0.133851 37446.699220
1.746086 -0.131156 37467.179690
1.747155 -0.132021 37472.121090
1.747227 -0.135013 37476.023440
1.747269 -0.130006 37476.851560
1.747344 -0.130993 37485.585940
1.752575 -0.127299 37505.320310
1.753612 -0.132163 37515.253910
1.759880 -0.113331 37547.359380
1.762468 -0.122989 37563.800780
1.765063 -0.124644 37581.367190
1.765101 -0.127635 37587.601560
1.765176 -0.125623 37597.550780
1.766526 -0.124446 37609.968750
1.772982 -0.112563 37638.890620
1.779439 -0.120680 37667.988280
1.782893 -0.118218 37684.140620
1.782933 -0.130214 37684.957030
1.783008 -0.118201 37691.339840
1.785896 -0.113798 37721.125000
1.792353 -0.115902 37762.589840
1.798810 -0.116994 37788.695310
1.800712 -0.110734 37799.601560
1.800752 -0.107730 37799.722660
1.800828 -0.121717 37804.980470
1.805267 -0.111086 37837.488280
1.808507 -0.121626 37862.402340
1.811723 -0.126168 37883.761720
1.818180 -0.124247 37912.484380
1.818527 -0.119197 37917.417970
1.818571 -0.119195 37920.996090
1.818636 -0.125182 37927.875000
1.824637 -0.121312 37948.761720
1.827866 -0.114845 37973.214840
1.831094 -0.107379 38003.875000
1.836338 -0.108616 38036.195310
1.836378 -0.107609 38037.929690
1.836441 -0.113607 38045.414060
1.837551 -0.103443 38053.929690
1.844008 -0.101487 38079.843750
1.850464 -0.101541 38114.468750
1.854143 -0.111003 38145.425780
1.854185 -0.100997 38147.570310
1.854248 -0.111986 38159.390620
1.856921 -0.107583 38180.136720
1.863378 -0.107624 38212.988280
1.869835 -0.100664 38242.050780
1.871939 -0.112344 38255.464840
1.871979 -0.104338 38255.652340
1.872042 -0.105336 38256.832030
1.872042 -0.104334 38256.968750
1.872988 -0.111189 38264.101560
1.873063 -0.111176 38272.984380
1.876292 -0.113691 38304.457030
1.879508 -0.114207 38321.937500
1.882749 -0.109722 38339.933590
1.889205 -0.107751 38369.132810
1.889796 -0.103658 38382.355470
1.889836 -0.094652 38383.492190
1.895662 -0.113769 38421.558590
1.902119 -0.098785 38466.718750
1.907515 -0.092972 38488.363280
1.907557 -0.093966 38489.250000
1.907618 -0.109953 38493.527340
1.907780 -0.091928 38495.207030
1.908576 -0.102812 38507.523440
1.909645 -0.093650 38514.582030
1.915033 -0.092829 38544.851560
1.921490 -0.102845 38592.773440
1.927946 -0.095861 38629.503910
1.934403 -0.089878 38666.207030
1.940860 -0.106894 38711.531250
1.943193 -0.105530 38744.644530
1.947317 -0.098910 38759.843750
1.943143 -0.103543 38739.093750
1.953774 -0.104929 38786.781250
1.957002 -0.088437 38813.144530
1.960231 -0.097945 38835.800780
1.966688 -0.085972 38885.246090
1.960987 -0.100832 38859.886720
1.960906 -0.089844 38856.562500
1.973144 -0.083990 38914.562500
1.978769 -0.086148 38944.511720
1.978769 -0.097146 38944.402340
1.979431 -0.094047 38963.437500
1.978718 -0.094156 38939.375000
1.978639 -0.096169 38938.191410
1.986058 -0.093057 39001.839840
1.989275 -0.098573 39015.917970
1.992515 -0.090090 39032.058590
1.996563 -0.089485 39062.953120
1.998972 -0.098131 39071.843750
1.996513 -0.085495 39057.121090
1.996433 -0.097508 39055.839840
2.002200 -0.094663 39093.832030
2.005429 -0.083184 39125.988280
2.011885 -0.085238 39153.492190
2.014370 -0.095872 39171.453120
2.018342 -0.089294 39192.003910
2.014319 -0.088874 39164.921880
2.014240 -0.092885 39164.675780
2.024799 -0.093361 39230.082030
2.031256 -0.084438 39267.722660
2.037713 -0.085520 39304.394530
2.032176 -0.076301 39284.414060
2.032126 -0.082312 39279.914060
2.032047 -0.076325 39279.828120
2.044169 -0.082612 39331.003910
2.047398 -0.091158 39358.203120
2.050626 -0.090714 39394.023440
2.049996 -0.087802 39380.683590
2.049945 -0.083804 39376.839840
2.049866 -0.075815 39376.277340
2.057083 -0.086821 39413.968750
2.063540 -0.083951 39444.945310
2.058899 -0.076579 39427.414060
2.058860 -0.083585 39426.367190
2.067815 -0.082371 39468.589840
2.069997 -0.085091 39487.707030
2.067777 -0.080381 39464.074220
2.067738 -0.070387 39463.085940
2.076702 -0.069202 39522.625000
2.076744 -0.079198 39525.257810
2.082911 -0.072401 39546.394530
2.085622 -0.081050 39557.285160
2.085582 -0.067054 39557.062500
2.086060 -0.072995 39567.308590
2.089367 -0.081581 39580.277340
2.085660 -0.084048 39561.953120
2.094547 -0.073932 39595.546880
2.094588 -0.079926 39596.683590
2.095824 -0.083774 39618.507810
2.102281 -0.080980 39644.117190
2.103517 -0.082829 39659.195310
2.108738 -0.069200 39673.496090
2.103479 -0.067831 39654.851560
2.103440 -0.067835 39654.738280
2.112446 -0.077769 39695.792970
2.115195 -0.064443 39705.808590
2.112408 -0.070769 39690.722660
2.112368 -0.082775 39689.648440
2.121387 -0.074733 39730.640620
2.121387 -0.070735 39727.351560
2.121772 -0.068695 39743.464840
2.121349 -0.072737 39720.972660
2.121309 -0.064741 39720.156250
2.128109 -0.077989 39760.414060
2.128430 -0.060956 39765.652340
2.134565 -0.063287 39792.082030
2.130328 -0.073741 39780.753910
2.130290 -0.068751 39776.722660
2.130250 -0.074756 39776.296880
2.141022 -0.078606 39820.882810
2.139269 -0.069793 39810.714840
2.139244 -0.062793 39806.687500
2.139202 -0.063797 39805.812500
2.147479 -0.059950 39839.578120
2.153936 -0.071320 39866.191410
2.148223 -0.070874 39852.292970
2.148185 -0.075874 39849.191410
2.148145 -0.071879 39849.144530
2.160393 -0.066714 39902.515620
2.157177 -0.067004 39890.527340
2.157141 -0.075015 39881.578120
2.157099 -0.076019 39880.667970
2.166131 -0.069185 39916.394530
2.166849 -0.060122 39924.335940
2.166105 -0.074185 39913.761720
2.166066 -0.067189 39913.164060
2.173306 -0.074567 39939.601560
2.175097 -0.058413 39952.867190
2.179763 -0.060037 39964.281250
2.175072 -0.065415 39948.175780
2.175030 -0.068417 39948.062500
2.185863 -0.065558 39984.929690
2.186220 -0.057535 39988.195310
2.184063 -0.056694 39980.046880
2.184038 -0.065694 39977.226560
2.183999 -0.064699 39976.539060
2.192677 -0.056055 39999.355470
2.192967 -0.063030 40005.390620
2.199134 -0.058612 40024.539060
2.193030 -0.062026 40011.105470
2.193005 -0.066028 40007.664060
2.202009 -0.070421 40038.500000
2.201969 -0.062425 40037.984380
2.205590 -0.071196 40046.765620
2.201944 -0.070425 40034.804690
2.210963 -0.055868 40055.609380
2.210944 -0.071868 40055.023440
2.212047 -0.060815 40064.316410
2.218504 -0.064464 40076.542970
2.224961 -0.061160 40094.109380
2.219954 -0.058389 40085.132810
2.219933 -0.067389 40084.601560
2.228933 -0.072973 40105.011720
2.228914 -0.055973 40104.300780
2.231418 -0.065872 40112.316410
2.233819 -0.059780 40115.531250
2.237875 -0.054629 40119.289060
2.237906 -0.067629 40123.710940
2.237925 -0.052630 40125.648440
2.244331 -0.055430 40132.710940
2.246919 -0.056353 40138.796880
2.246898 -0.059355 40138.210940
2.250788 -0.061266 40145.601560
2.257245 -0.064140 40155.246090
2.255921 -0.055153 40151.050780
2.255900 -0.060153 40150.710940
2.263702 -0.056062 40161.296880
2.264913 -0.052039 40165.265620
2.264892 -0.056039 40165.074220
2.270159 -0.055027 40168.390620
2.276616 -0.062037 40176.812500
2.273917 -0.054014 40174.574220
2.273896 -0.065014 40174.007810
2.282887 -0.068075 40179.539060
2.282908 -0.062075 40180.121090
2.284141 -0.072094 40183.218750
2.289529 -0.055189 40184.070310
2.291902 -0.067226 40184.988280
2.291881 -0.058226 40184.804690
2.295986 -0.056340 40184.730470
2.302443 -0.058531 40183.667970
2.300904 -0.059479 40183.679690
2.300884 -0.068479 40183.625000
2.308900 -0.062783 40180.816410
2.305404 -0.053643 40183.117190
2.305383 -0.067643 40183.203120
2.315356 -0.069097 40172.214840
2.314396 -0.068036 40174.582030
2.314375 -0.057036 40174.800780
2.309896 -0.066821 40177.875000
2.318875 -0.061286 40169.121090
2.318886 -0.070286 40168.882810
2.321813 -0.072452 40164.808590
2.327854 -0.067843 40154.675780
2.327865 -0.069843 40154.437500
2.328270 -0.054878 40150.113280
2.323364 -0.054551 40160.226560
2.323375 -0.073553 40159.800780
2.332344 -0.062171 40142.281250
2.332354 -0.074171 40141.703120
2.334727 -0.066358 40132.570310
2.336833 -0.064524 40124.019530
2.336844 -0.057524 40123.449220
2.341310 -0.061902 40115.253910
2.341321 -0.069902 40114.621090
2.345799 -0.057318 40107.246090
2.345810 -0.059318 40106.613280
2.347641 -0.064505 40098.984380
2.350276 -0.057760 40090.398440
2.350287 -0.068762 40089.496090
2.354098 -0.069174 40075.781250
2.359218 -0.064754 40048.496090
2.359228 -0.075756 40047.312500
2.360554 -0.069918 40033.351560
2.354743 -0.073239 40065.003910
2.354751 -0.059239 40064.054690
2.363682 -0.062296 40015.765620
2.363693 -0.063298 40013.765620
2.367011 -0.058727 39988.378910
2.372598 -0.061484 39960.605470
2.372608 -0.067486 39960.003910
2.373468 -0.078610 39945.515620
2.377050 -0.078137 39919.867190
2.377060 -0.069139 39917.734380
2.379925 -0.059579 39893.003910
2.368146 -0.060876 39973.148440
2.368157 -0.058878 39972.136720
2.385940 -0.060537 39832.523440
2.385951 -0.073539 39830.718750
2.386382 -0.074613 39801.046880
2.381501 -0.063818 39867.457030
2.381512 -0.075820 39864.835940
2.390369 -0.061294 39758.957030
2.390377 -0.062296 39756.421880
2.392839 -0.074735 39722.656250
2.394806 -0.075078 39696.070310
2.394814 -0.068080 39695.035160
2.396067 -0.067319 39670.789060
2.399220 -0.066912 39646.152340
2.399232 -0.070912 39643.371090
2.399295 -0.080925 39608.578120
2.402524 -0.072555 39529.875000
2.403646 -0.083776 39468.578120
2.403653 -0.068782 39454.250000
2.405752 -0.071211 39283.968750
2.408047 -0.072678 39141.531250
0.119995 0.126963 35522.519530
0.120033 0.136975 35510.675780
0.121641 0.138717 35483.269530
0.123261 0.131463 35452.851560
0.123312 0.124487 35443.417970
0.123437 0.141545 35438.035160
0.123482 0.140564 35419.363280
0.123501 0.134570 35410.777340
0.123526 0.138583 35408.011720
0.123532 0.140589 35404.832030
0.123564 0.130602 35392.812500
0.124875 0.144195 35362.019530
0.126490 0.137926 35374.113280
0.132001 0.134396 35302.667970
0.129718 0.132376 35358.492190
0.129718 0.145376 35368.234380
0.128362 0.133771 35392.285160
0.128400 0.129790 35394.304690
0.132946 0.147814 35267.281250
0.136797 0.143506 35229.585940
0.136837 0.150523 35219.351560
0.138861 0.135399 35186.121090
0.139665 0.148745 35171.019530
0.140469 0.142093 35152.398440
0.142869 0.145117 35126.945310
0.145272 0.134140 35108.230470
0.145309 0.145155 35103.562500
0.146417 0.147628 35049.781250
0.148975 0.145700 35012.843750
0.152317 0.138087 34951.472660
0.153784 0.147694 34890.265620
0.153822 0.138711 34886.832030
0.157525 0.156231 34866.042970
0.158152 0.151484 34854.566410
0.158774 0.153735 34845.464840
0.162002 0.154034 34805.144530
0.162330 0.154167 34787.402340
0.162372 0.161179 34773.371090
0.165231 0.145320 34751.804690
0.166101 0.151671 34704.179690
0.170908 0.161557 34625.218750
0.170947 0.154571 34619.449220
0.171687 0.160855 34604.375000
0.174714 0.149028 34607.917970
0.178144 0.161340 34550.003910
0.179511 0.166871 34498.007810
0.179550 0.150886 34496.429690
0.183353 0.157320 34479.980470
0.184601 0.149784 34428.648440
0.188149 0.155102 34380.890620
0.188189 0.164117 34381.410160
0.191058 0.170170 34378.687500
0.192029 0.159533 34345.289060
0.192106 0.152563 34338.957030
0.196869 0.173288 34253.667970
0.197515 0.163515 34236.269530
0.200718 0.174673 34246.894530
0.203972 0.162823 34185.085940
0.205479 0.171361 34127.996090
0.205558 0.157388 34126.019530
0.209443 0.168740 34119.128910
0.210428 0.165080 34107.500000
0.214193 0.167388 34054.695310
0.214272 0.180415 34048.292970
0.216885 0.176300 34007.660160
0.218184 0.168741 33991.832030
0.222933 0.176341 33958.160160
0.223012 0.171368 33951.773440
0.226327 0.176473 33906.132810
0.226949 0.184680 33898.542970
0.229799 0.177624 33876.902340
0.231687 0.169242 33845.511720
0.231766 0.183267 33842.375000
0.233759 0.181912 33806.730470
0.235737 0.169555 33790.003910
0.236256 0.170719 33788.328120
0.240464 0.175079 33760.429690
0.240544 0.177100 33749.027340
0.242713 0.180787 33713.343750
0.243829 0.175140 33685.218750
0.244541 0.187367 33672.667970
0.244541 0.186367 33673.496090
0.249264 0.176843 33668.597660
0.249344 0.183868 33665.296880
0.253369 0.175117 33590.820310
0.255626 0.187810 33564.156250
0.258079 0.181554 33582.839840
0.258161 0.188577 33582.777340
0.262209 0.181803 33519.757810
0.266909 0.191213 33481.882810
0.266989 0.185238 33484.062500
0.268540 0.185694 33477.667970
0.271075 0.182438 33451.242190
0.274997 0.194586 33410.878910
0.275762 0.196811 33375.296880
0.275841 0.198836 33373.671880
0.279953 0.191011 33364.867190
0.281454 0.185440 33366.804690
0.284628 0.194348 33316.785160
0.284707 0.186373 33293.304690
0.287141 0.191054 33253.546880
0.287989 0.200293 33257.667970
0.288844 0.192533 33264.953120
0.288844 0.202533 33263.843750
0.293516 0.191832 33269.144530
0.293598 0.198855 33268.222660
0.294367 0.197072 33263.511720
0.294927 0.187224 33255.585940
0.297747 0.194003 33188.367190
0.300824 0.205837 33157.746090
0.302409 0.188266 33172.308590
0.302489 0.195289 33172.750000
0.306676 0.193414 33166.289060
0.307281 0.192576 33136.734380
0.311323 0.196650 33100.464840
0.311405 0.208671 33098.875000
0.313738 0.200280 33085.636720
0.315617 0.206772 33077.148440
0.320252 0.198972 33035.652340
0.320334 0.200995 33017.027340
0.323221 0.211739 32992.582030
0.323423 0.194790 32993.871090
0.324558 0.194080 33002.859380
0.324905 0.207167 33004.535160
0.326651 0.212609 33002.445310
0.329182 0.196255 32990.835940
0.329264 0.207276 32990.214840
0.333108 0.198236 32950.609380
0.333524 0.209348 32909.515620
0.338136 0.209487 32914.273440
0.338218 0.196506 32916.351560
0.339565 0.212838 32917.148440
0.342504 0.217557 32900.792970
0.346022 0.207402 32864.851560
0.347090 0.205669 32834.789060
0.347171 0.199687 32833.640620
0.349303 0.203196 32829.710940
0.351495 0.211724 32836.949220
0.352479 0.211953 32833.546880
0.356069 0.205800 32817.585940
0.356150 0.213821 32816.179690
0.358936 0.202479 32791.195310
0.360487 0.220832 32757.914060
0.365048 0.203893 32740.755860
0.365130 0.209912 32741.166020
0.369502 0.216913 32744.615230
0.371849 0.214442 32730.849610
0.374052 0.215936 32694.445310
0.374132 0.211953 32680.906250
0.377247 0.221653 32645.011720
0.378521 0.210937 32653.976560
0.380801 0.219439 32661.203120
0.383057 0.225941 32668.285160
0.383138 0.212960 32667.976560
0.384763 0.224318 32657.210940
0.387550 0.223923 32632.132810
0.391220 0.210717 32599.125000
0.392061 0.211898 32580.445310
0.392144 0.216915 32580.314450
0.396580 0.223865 32583.666020
0.397677 0.223092 32586.900390
0.401090 0.224815 32572.671880
0.401172 0.210832 32570.117190
0.404133 0.213452 32533.808590
0.405634 0.227757 32504.208980
0.407362 0.229122 32509.802730
0.410120 0.227682 32525.298830
0.410201 0.231698 32525.201170
0.410590 0.231778 32521.226560
0.414689 0.217623 32511.789060
0.417047 0.224090 32503.910160
0.419162 0.230523 32470.220700
0.419242 0.224537 32456.283200
0.423750 0.227439 32434.193360
0.423264 0.226338 32429.175780
0.425986 0.230879 32438.228520
0.428204 0.217314 32443.027340
0.428287 0.226330 32443.066410
0.429961 0.220660 32441.816410
0.432824 0.224217 32431.480470
0.436418 0.228911 32396.320310
0.437261 0.233066 32368.800780
0.437342 0.226083 32367.962890
0.437726 0.228156 32367.738280
0.439873 0.220567 32367.205080
0.441903 0.222958 32372.423830
0.442874 0.225134 32374.125000
0.446326 0.228784 32372.923830
0.446409 0.224798 32372.955080
0.449331 0.225345 32365.154300
0.450983 0.238660 32348.605470
0.455393 0.233461 32315.583980
0.455477 0.240475 32310.585940
0.460076 0.234323 32296.410160
0.462245 0.227703 32308.720700
0.464463 0.225111 32307.787110
0.464546 0.234125 32307.154300
0.468702 0.232863 32291.312500
0.469181 0.237952 32270.917970
0.473553 0.239715 32239.052730
0.473637 0.232729 32236.093750
0.475323 0.236023 32232.166020
0.478286 0.229540 32241.154300
0.481616 0.245108 32239.951170
0.482635 0.236289 32240.115230
0.482719 0.231303 32239.507810
0.487402 0.231092 32229.431640
0.488072 0.247205 32215.554690
0.491728 0.241827 32171.710940
0.491811 0.241842 32166.708980
0.492224 0.240911 32167.501950
0.494529 0.244290 32161.970700
0.496520 0.240618 32172.750000
0.500833 0.239330 32176.667970
0.500916 0.247341 32176.576170
0.500986 0.237349 32176.298830
0.503845 0.234814 32171.998050
0.505639 0.235106 32169.097660
0.507443 0.249396 32154.880860
0.509938 0.244793 32132.966800
0.510022 0.247806 32129.531250
0.513900 0.238417 32104.638670
0.514770 0.244556 32103.609380
0.519056 0.232231 32108.466800
0.519137 0.251243 32108.820310
0.520357 0.241439 32115.253910
0.523900 0.242981 32112.105470
0.526813 0.249422 32099.765620
0.528163 0.240633 32087.566410
0.528244 0.246645 32086.371090
0.533043 0.240368 32050.208980
0.537291 0.241005 32033.966800
0.537375 0.248018 32036.755860
0.539727 0.244364 32051.406250
0.542186 0.237730 32054.453120
0.546411 0.240354 32042.107420
0.546493 0.256367 32040.312500
0.551329 0.251054 32026.228520
0.551413 0.250067 32025.539060
0.551987 0.243149 32016.117190
0.552641 0.237244 32006.800780
0.557521 0.248937 31983.964840
0.559789 0.238258 31981.339840
0.560485 0.243353 31981.802730
0.562596 0.242649 31986.140620
0.564682 0.247940 31989.964840
0.564766 0.254952 31990.349610
0.565554 0.252059 31989.353520
0.569640 0.245627 31979.957030
0.569724 0.245637 31978.964840
0.572011 0.240942 31968.007810
0.578468 0.243812 31929.121090
0.578809 0.255863 31896.632810
0.582958 0.242414 31906.730470
0.583041 0.260424 31908.804690
0.584925 0.250670 31921.310550
0.587964 0.243074 31927.203120
0.588048 0.254084 31927.388670
0.591382 0.259515 31926.234380
0.597132 0.250246 31914.472660
0.597839 0.259335 31893.501950
0.598373 0.257403 31891.906250
0.601256 0.255772 31868.460940
0.601340 0.250782 31865.205080
0.604295 0.252154 31842.820310
0.604629 0.252196 31841.021480
0.606313 0.252407 31839.261720
0.606395 0.248417 31840.792970
0.610752 0.254949 31860.279300
0.615481 0.245529 31863.031250
0.617209 0.256731 31851.152340
0.619568 0.247017 31844.708980
0.623666 0.264500 31839.769530
0.630123 0.265257 31807.509770
0.633843 0.254698 31772.839840
0.633678 0.267677 31773.632810
0.636580 0.268001 31772.554690
0.637910 0.268163 31782.248050
0.637994 0.251171 31784.080080
0.643036 0.248732 31798.353520
0.649493 0.254451 31783.474610
0.652217 0.256754 31752.978520
0.656247 0.254193 31724.931640
0.656329 0.265201 31720.601560
0.662407 0.254838 31722.636720
0.665623 0.260177 31722.748050
0.668864 0.256519 31722.132810
0.669731 0.258613 31716.441410
0.670604 0.269708 31711.224610
0.674585 0.252122 31702.630860
0.674666 0.254131 31702.529300
0.675321 0.260188 31703.605470
0.681777 0.269833 31697.130860
0.688234 0.257486 31660.910160
0.689003 0.272562 31628.041020
0.692945 0.273940 31612.275390
0.693027 0.260947 31609.548830
0.694388 0.274079 31620.962890
0.697756 0.256400 31635.214840
0.701148 0.269722 31644.953120
0.704264 0.267018 31637.513670
0.707403 0.268315 31629.386720
0.711308 0.265666 31606.695310
0.711392 0.259674 31606.619140
0.714062 0.258910 31609.589840
0.720518 0.269488 31591.630860
0.725815 0.272957 31553.046880
0.726975 0.271055 31530.193360
0.729683 0.266293 31525.103520
0.729766 0.276301 31526.277340
0.733432 0.269610 31548.830080
0.739889 0.262153 31554.164060
0.744240 0.272518 31532.951170
0.746346 0.264682 31519.117190
0.748069 0.273821 31515.355470
0.748153 0.278827 31515.548830
0.752803 0.264199 31515.789060
0.759259 0.278704 31493.431640
0.759825 0.273748 31487.875000
0.762677 0.261969 31450.802730
0.765716 0.265196 31433.328120
0.766456 0.279256 31431.554690
0.766540 0.270263 31432.171880
0.772173 0.278675 31446.582030
0.778630 0.277141 31445.927730
0.781114 0.261331 31429.699220
0.784856 0.277593 31419.267580
0.784939 0.275600 31419.457030
0.791544 0.280049 31416.869140
0.798000 0.274480 31394.957030
0.799552 0.275592 31373.035160
0.803268 0.264831 31363.421880
0.803351 0.266835 31362.863280
0.804457 0.262907 31359.470700
0.810914 0.272310 31343.228520
0.817371 0.269714 31311.878910
0.818001 0.269752 31295.181640
0.821680 0.273977 31296.041020
0.821763 0.266983 31296.298830
