X Z P
1.430770 -0.073490 37046.808590
1.436026 -0.083998 37068.128910
1.436029 -0.084998 37068.132810
1.436470 -0.072960 37071.593750
1.437227 -0.073884 37082.835940
1.443684 -0.073241 37117.296880
1.449659 -0.082661 37138.664060
1.449661 -0.068661 37138.667970
1.450090 -0.073611 37151.906250
1.456598 -0.065955 37186.636720
1.463279 -0.071274 37217.773440
1.463281 -0.079274 37217.808590
1.463282 -0.084274 37217.808590
1.463698 -0.084224 37231.703120
1.469511 -0.068606 37265.933590
1.463700 -0.079223 37231.726560
1.475968 -0.079925 37293.421880
1.476889 -0.082824 37301.667970
1.477305 -0.066786 37308.527340
1.477307 -0.065786 37308.542970
1.482425 -0.078218 37339.445310
1.488882 -0.066512 37368.765620
1.490496 -0.076336 37380.257810
1.490899 -0.074298 37388.222660
1.490902 -0.075298 37388.242190
1.490906 -0.080297 37388.277340
1.495339 -0.079793 37421.707030
1.501795 -0.070062 37451.203120
1.504091 -0.072797 37462.773440
1.504494 -0.071759 37469.000000
1.504497 -0.066759 37469.011720
1.508252 -0.066318 37493.167970
1.514709 -0.065561 37528.500000
1.517698 -0.071221 37542.589840
1.518076 -0.063170 37553.125000
1.518079 -0.064170 37553.136720
1.521166 -0.065805 37580.851560
1.527623 -0.059023 37614.828120
1.531280 -0.056581 37632.539060
1.531658 -0.058543 37639.066410
1.531661 -0.070543 37639.070310
1.534080 -0.063241 37660.203120
1.540536 -0.056446 37691.621090
1.544875 -0.060917 37716.851560
1.545240 -0.054866 37725.519530
1.545243 -0.064866 37725.539060
1.546993 -0.069652 37746.371090
1.553450 -0.059832 37782.800780
1.558444 -0.053202 37806.214840
1.558810 -0.069151 37812.953120
1.566354 -0.064181 37865.488280
1.558812 -0.070151 37812.980470
1.559907 -0.068012 37826.101560
1.566364 -0.064180 37865.539060
1.572026 -0.064449 37893.441410
1.572379 -0.052398 37901.347660
1.572379 -0.062398 37901.355470
1.572382 -0.060398 37901.410160
1.572821 -0.061348 37923.027340
1.572822 -0.054347 37923.085940
1.579277 -0.054490 37955.503910
1.585595 -0.067658 37985.433590
1.585949 -0.057620 38004.402340
1.585951 -0.053620 38004.429690
1.592191 -0.063775 38034.304690
1.598638 -0.062906 38074.878910
1.598648 -0.058905 38074.925780
1.599165 -0.060842 38091.851560
1.599505 -0.057791 38101.531250
1.605105 -0.058022 38132.914060
1.614785 -0.060699 38192.460940
1.611562 -0.064139 38167.890620
1.612719 -0.060988 38183.394530
1.614790 -0.058698 38192.500000
1.615979 -0.060534 38205.929690
1.618018 -0.065257 38229.656250
1.624475 -0.055349 38261.691410
1.626273 -0.046110 38275.507810
1.626601 -0.051059 38282.265620
1.626606 -0.061059 38282.300780
1.626609 -0.059058 38282.316410
1.630932 -0.047441 38316.648440
1.637389 -0.047533 38365.058590
1.643846 -0.044612 38411.835940
1.650303 -0.041704 38446.066410
1.653392 -0.056263 38460.914060
1.653695 -0.049225 38470.917970
1.653697 -0.055224 38470.929690
1.656760 -0.051783 38499.500000
1.659988 -0.054317 38520.035160
1.663216 -0.051850 38544.687500
1.669673 -0.054917 38596.589840
1.676130 -0.056984 38634.277340
1.680474 -0.048354 38660.925780
1.680481 -0.051353 38660.957030
1.680783 -0.053315 38671.000000
1.680786 -0.044315 38671.054690
1.683936 -0.040849 38693.722660
1.695490 -0.039160 38777.839840
1.689044 -0.045105 38735.550780
1.695500 -0.048159 38777.910160
1.701957 -0.044213 38821.585940
1.705186 -0.046734 38848.539060
1.707569 -0.038393 38861.460940
1.707847 -0.033356 38865.960940
1.707849 -0.046355 38866.039060
1.708414 -0.043267 38882.644530
1.721318 -0.042377 38964.277340
1.714871 -0.045321 38922.937500
1.721328 -0.042376 38964.351560
1.727785 -0.031417 39021.804690
1.734241 -0.028471 39058.140620
1.734922 -0.048371 39083.437500
1.740698 -0.035526 39113.304690
1.734658 -0.032408 39074.558590
1.747155 -0.033580 39151.039060
1.748200 -0.044429 39169.128910
1.748203 -0.032428 39169.156250
1.750383 -0.044113 39183.160160
1.753612 -0.033634 39213.199220
1.760069 -0.027701 39248.464840
1.761998 -0.040423 39274.769530
1.761999 -0.040423 39274.789060
1.761746 -0.044449 39266.507810
1.766526 -0.026767 39306.773440
1.772982 -0.042822 39342.011720
1.772238 -0.035935 39331.867190
1.775530 -0.039456 39371.257810
1.775531 -0.032456 39371.277340
1.779439 -0.031901 39401.820310
1.775529 -0.024456 39371.250000
1.775303 -0.031494 39360.750000
1.785896 -0.037980 39437.050780
1.789074 -0.021526 39471.816410
1.789075 -0.027526 39471.835940
1.792353 -0.030060 39490.601560
1.788847 -0.023552 39458.640620
1.795581 -0.033606 39511.476560
1.798810 -0.021152 39538.718750
1.802618 -0.027610 39575.777340
1.802620 -0.037609 39575.781250
1.805267 -0.028244 39591.640620
1.802404 -0.032635 39565.812500
1.811723 -0.026348 39624.929690
1.816175 -0.016731 39665.042970
1.815961 -0.029756 39656.167970
1.818041 -0.036478 39677.265620
1.816175 -0.021731 39665.046880
1.824607 -0.029587 39711.656250
1.829522 -0.021916 39748.671880
1.824637 -0.025583 39711.789060
1.829732 -0.016889 39759.144530
1.829732 -0.019889 39759.148440
1.831094 -0.026713 39774.886720
1.829529 -0.024915 39748.707030
1.829731 -0.022890 39759.140620
1.837551 -0.023855 39808.781250
1.843099 -0.018124 39841.242190
1.843289 -0.018099 39848.343750
1.844008 -0.029010 39861.296880
1.843289 -0.024099 39848.343750
1.850464 -0.022178 39899.273440
1.856669 -0.028384 39928.703120
1.856858 -0.015358 39952.031250
1.856859 -0.028358 39952.058590
1.863467 -0.020539 39994.101560
1.869835 -0.024757 40019.765620
1.870264 -0.016706 40029.808590
1.870441 -0.020694 40045.984380
1.876292 -0.023987 40068.824220
1.870440 -0.018694 40045.968750
1.877049 -0.027899 40088.253910
1.882749 -0.017231 40110.273440
1.884023 -0.011079 40131.691410
1.889205 -0.012499 40153.230470
1.884022 -0.017079 40131.675780
1.883846 -0.014105 40124.703120
1.890656 -0.009323 40173.375000
1.890656 -0.016323 40173.406250
1.895662 -0.007768 40196.667970
1.895485 -0.015793 40190.125000
1.897617 -0.008553 40216.339840
1.902119 -0.017074 40237.175780
1.897617 -0.023553 40216.324220
1.897453 -0.022579 40208.542970
1.897453 -0.014579 40208.539060
1.904415 -0.016835 40258.062500
1.908576 -0.013393 40277.207030
1.904263 -0.021847 40250.296880
1.904414 -0.006835 40258.046880
1.911225 -0.011128 40297.507810
1.915033 -0.010737 40316.964840
1.911073 -0.017141 40288.886720
1.911224 -0.012128 40297.492190
1.918035 -0.015447 40337.656250
1.921490 -0.004107 40356.343750
1.917883 -0.023460 40328.324220
1.918034 -0.015447 40337.640620
1.924832 -0.009792 40381.871090
1.927946 -0.004502 40394.453120
1.931497 -0.010174 40415.062500
1.924831 -0.011792 40381.859380
1.924693 -0.010804 40371.929690
1.931655 -0.020161 40422.082030
1.934403 -0.017921 40433.656250
1.931654 -0.012161 40422.082030
1.931503 -0.018174 40415.089840
1.938465 -0.012556 40458.906250
1.940860 -0.006367 40469.832030
1.938464 -0.009556 40458.906250
1.938325 -0.022568 40451.718750
1.945274 -0.017988 40493.765620
1.947317 -0.013837 40505.035160
1.945274 -0.002988 40493.765620
1.945148 -0.010001 40487.136720
1.952097 -0.017459 40528.011720
1.953774 -0.014333 40539.515620
1.952096 -0.016459 40528.011720
1.951970 -0.013471 40522.156250
1.958920 -0.002954 40561.355470
1.960231 -0.009866 40572.867190
1.958919 -0.014954 40561.355470
1.958793 -0.007967 40556.257810
1.965741 -0.008488 40596.320310
1.965742 -0.019488 40596.328120
1.965628 -0.013500 40589.640620
1.966689 -0.001424 40603.980470
1.968150 -0.001336 40611.570310
1.972443 -0.015059 40622.265620
1.972577 -0.015059 40625.148440
1.972577 -0.004059 40625.164060
1.972450 -0.012059 40622.281250
1.973144 -0.002021 40636.539060
1.979399 -0.010668 40670.292970
1.979400 -0.009668 40670.308590
1.979286 -0.012668 40653.992190
1.979410 -0.011667 40670.335940
1.986234 -0.010315 40701.539060
1.986234 -0.004315 40701.554690
1.986121 -0.004315 40694.375000
1.986058 -0.012327 40685.785160
1.986235 -0.010315 40701.566410
1.992515 -0.012025 40717.007810
1.992956 -0.018012 40726.832030
1.993070 0.001001 40730.355470
1.998972 -0.006772 40743.738280
1.993070 -0.009999 40730.347660
1.999905 0.001265 40756.753910
2.005429 -0.004558 40769.375000
1.999905 -0.008735 40756.746090
1.999804 -0.011735 40753.113280
2.006741 -0.009508 40781.902340
2.011885 -0.014382 40793.738280
2.006740 -0.007508 40781.894530
2.006639 0.001480 40778.074220
2.013576 -0.015331 40805.597660
2.018342 -0.002243 40816.851560
2.013575 -0.001331 40805.589840
2.013487 0.000656 40801.457030
2.020411 -0.005205 40828.054690
2.024799 -0.006167 40838.652340
2.020410 -0.002205 40828.046880
2.020322 -0.013205 40823.562500
2.027259 -0.018129 40849.164060
2.031256 -0.013117 40859.164060
2.027258 -0.007129 40849.152340
2.027170 -0.014129 40844.285160
2.034094 0.000883 40869.371090
2.037713 -0.016129 40878.527340
2.034093 -0.013117 40869.359380
2.034017 -0.008117 40863.957030
2.040929 -0.005142 40890.179690
2.044169 -0.001192 40896.234380
2.047695 -0.005230 40905.671880
2.040928 -0.002142 40890.167970
2.040853 -0.006142 40881.828120
2.047777 -0.008230 40910.222660
2.050626 -0.002293 40911.765620
2.047776 -0.009230 40910.222660
2.047700 -0.017230 40905.683590
2.054612 0.001618 40922.496090
2.057083 -0.003457 40924.726560
2.054611 -0.006382 40922.496090
2.054548 -0.011382 40918.167970
2.061447 -0.006596 40934.132810
2.063540 -0.000672 40936.296880
2.061446 -0.001596 40934.132810
2.061383 -0.000583 40930.871090
2.068282 -0.016861 40943.593750
2.069997 -0.002949 40945.500000
2.068282 -0.010861 40943.593750
2.068218 -0.012861 40941.390620
2.075117 -0.019201 40949.308590
2.076454 -0.005277 40949.375000
2.075117 -0.002201 40949.308590
2.075066 -0.018201 40948.496090
2.081953 -0.014605 40947.601560
2.082911 -0.000680 40946.882810
2.081952 -0.017605 40947.601560
2.081889 0.000395 40948.281250
2.088774 -0.013084 40945.402340
2.088775 -0.002084 40945.406250
2.088724 -0.015084 40944.792970
2.095584 -0.005639 40938.179690
2.095585 -0.019639 40938.179690
2.095546 -0.018639 40938.781250
2.091852 -0.002336 40944.156250
2.095595 -0.012640 40938.175780
2.102356 -0.010257 40938.546880
2.102394 -0.006269 40935.175780
2.102395 -0.001270 40935.164060
2.108738 -0.020925 40928.226560
2.109166 -0.019963 40926.640620
2.109205 -0.019963 40922.597660
2.115195 -0.006657 40912.535160
2.109204 -0.018963 40922.609380
2.116002 -0.011758 40905.191410
2.121652 -0.009476 40896.695310
2.116002 -0.002758 40905.199220
2.115964 -0.010745 40908.707030
2.122787 -0.017628 40888.308590
2.128109 -0.013372 40875.683590
2.122786 -0.012628 40888.320310
2.122761 -0.005615 40893.472660
2.129533 -0.023574 40864.316410
2.134565 -0.005355 40846.500000
2.143052 -0.007768 40798.945310
2.147479 -0.008575 40776.390620
2.143052 -0.012768 40798.960940
2.136306 -0.010620 40832.324220
2.141022 -0.025415 40813.781250
2.136305 -0.023620 40832.335940
2.136305 -0.008620 40832.335940
2.149787 -0.011004 40758.730470
2.153936 -0.026824 40739.613280
2.149786 -0.013004 40758.738280
2.156496 -0.023341 40723.710940
2.156496 -0.024340 40723.714840
2.157164 -0.012479 40722.484380
2.159688 -0.022019 40719.191410
2.159699 -0.017022 40719.175780
2.160393 -0.030173 40709.527340
2.163192 -0.015766 40706.257810
2.163621 -0.010867 40704.019530
2.163192 -0.022766 40706.257810
2.166849 -0.020611 40598.820310
2.169863 -0.016304 40392.480470
0.428309 0.082808 35546.593750
0.429519 0.098274 35542.101560
0.429961 0.086438 35524.031250
0.432784 0.095497 35484.675780
0.433189 0.090649 35454.312500
0.434740 0.095229 35422.933590
0.434740 0.096229 35422.960940
0.434740 0.087229 35422.968750
0.434738 0.093228 35422.980470
0.434741 0.085229 35422.777340
0.436052 0.101708 35372.000000
0.436418 0.094847 35363.925780
0.441286 0.101625 35306.531250
0.441286 0.104625 35306.515620
0.442610 0.101092 35277.144530
0.445884 0.097275 35224.035160
0.436771 0.100973 35368.523440
0.439646 0.089020 35343.050780
0.439332 0.102907 35373.980470
0.439331 0.103906 35374.050780
0.445889 0.105277 35223.945310
0.447843 0.086971 35176.125000
0.447844 0.098971 35176.109380
0.449180 0.095437 35144.464840
0.452472 0.088585 35087.664060
0.454414 0.108266 35047.585940
0.454414 0.104266 35047.570310
0.455763 0.090732 35019.742190
0.459054 0.105855 34963.273440
0.461009 0.097523 34934.621090
0.461009 0.111523 34934.605470
0.462243 0.094939 34908.550780
0.462359 0.103977 34883.667970
0.465663 0.102087 34840.789060
0.467617 0.101730 34816.480470
0.467618 0.111730 34816.460940
0.468980 0.098184 34780.996090
0.472296 0.106269 34731.367190
0.474238 0.114899 34698.621090
0.475613 0.109341 34668.261720
0.474238 0.095899 34698.589840
0.474238 0.103899 34698.601560
0.478929 0.115400 34627.285160
0.480871 0.106018 34598.484380
0.480872 0.113018 34598.429690
0.482259 0.113459 34559.804690
0.485588 0.103506 34519.382810
0.487517 0.119099 34493.539060
0.487518 0.103099 34493.511720
0.488917 0.117540 34459.714840
0.492247 0.109562 34422.078120
0.494176 0.118142 34391.609380
0.494176 0.109142 34391.542970
0.495589 0.120570 34359.136720
0.495589 0.119570 34359.160160
0.498930 0.105567 34327.832030
0.500847 0.118147 34299.824220
0.500848 0.107147 34299.792970
0.502273 0.112563 34266.898440
0.505614 0.116547 34232.789060
0.507531 0.117101 34201.390620
0.507531 0.122102 34201.367190
0.508969 0.121518 34178.687500
0.512311 0.126476 34148.453120
0.514228 0.117018 34116.671880
0.514228 0.116018 34116.648440
0.514229 0.127019 34116.644530
0.515666 0.110422 34090.890620
0.515668 0.119423 34090.871090
0.519033 0.115368 34064.402340
0.520937 0.128898 34031.855470
0.525754 0.123222 33997.191410
0.527658 0.120739 33952.191410
0.527659 0.129739 33952.148440
0.532488 0.128038 33913.828120
0.534392 0.125542 33877.375000
0.534393 0.115542 33877.343750
0.539222 0.114816 33839.218750
0.541124 0.116319 33804.351560
0.541127 0.124320 33804.253910
0.541126 0.118320 33804.304690
0.545982 0.117569 33769.484380
0.547874 0.123048 33736.902340
0.547873 0.121048 33736.921880
0.547881 0.124050 33736.859380
0.552741 0.129271 33690.746090
0.554634 0.138738 33671.183590
0.554633 0.122738 33671.199220
0.559514 0.127948 33628.500000
0.559098 0.139847 33647.082030
0.561393 0.129402 33619.058590
0.561392 0.140402 33619.074220
0.565554 0.131411 33588.480470
0.566286 0.141588 33566.949220
0.568164 0.133029 33558.210940
0.568165 0.124029 33558.195310
0.572011 0.129937 33538.167970
0.573070 0.138189 33525.863280
0.574950 0.131631 33513.417970
0.574949 0.142631 33513.441410
0.578468 0.125438 33483.199220
0.579868 0.131766 33469.625000
0.581735 0.136182 33455.371090
0.581734 0.140182 33455.390620
0.584925 0.140901 33440.882810
0.586678 0.134304 33432.570310
0.588532 0.144708 33411.796880
0.588531 0.130708 33411.816410
0.591382 0.145338 33395.042970
0.593488 0.132805 33381.863280
0.595338 0.136208 33361.187500
0.595342 0.128209 33361.140620
0.595342 0.139209 33361.117190
0.595341 0.135209 33361.152340
0.597839 0.141751 33351.140620
0.600298 0.148280 33341.742190
0.600298 0.141281 33341.722660
0.602152 0.134672 33320.140620
0.604295 0.148125 33313.265620
0.607120 0.130718 33299.722660
0.607121 0.134718 33299.695310
0.608962 0.146109 33271.796880
0.610752 0.133475 33265.855470
0.613950 0.147130 33254.968750
0.613955 0.137131 33254.953120
0.613956 0.140131 33254.929690
0.615784 0.138509 33235.660160
0.617209 0.135799 33231.609380
0.620790 0.139518 33215.386720
0.620791 0.146518 33215.367190
0.622619 0.133884 33202.960940
0.623666 0.147098 33190.429690
0.626373 0.138627 33177.222660
0.626894 0.142729 33170.367190
0.627625 0.143880 33164.871090
0.627626 0.150880 33164.871090
0.629455 0.139233 33163.523440
0.630123 0.143359 33157.019530
0.634473 0.155204 33143.363280
0.634474 0.138204 33143.355470
0.636290 0.136545 33127.550780
0.641334 0.151503 33103.539060
0.641334 0.143503 33103.523440
0.643034 0.157818 33091.027340
0.643138 0.140831 33080.796880
0.648181 0.149764 33073.703120
0.648182 0.150764 33073.695310
0.649985 0.149105 33060.468750
0.655042 0.149012 33049.832030
0.655042 0.143013 33049.820310
0.656846 0.145340 33030.359380
0.661915 0.156236 33006.664060
0.661915 0.161236 33006.648440
0.663706 0.152538 32996.320310
0.668788 0.155421 32992.601560
0.670564 0.156723 32979.917970
0.668788 0.162421 32992.570310
0.670566 0.149724 32979.910160
0.675321 0.152531 32967.636720
0.675661 0.145594 32956.476560
0.675661 0.144594 32956.445310
0.677439 0.154884 32944.718750
0.682546 0.158729 32930.972660
0.682547 0.161729 32930.968750
0.684312 0.157019 32931.011720
0.688234 0.146662 32927.011720
0.689419 0.160851 32921.171880
0.689420 0.148851 32921.171880
0.691185 0.147129 32914.386720
0.694691 0.147684 32906.398440
0.696318 0.147949 32903.640620
0.696318 0.150949 32903.632810
0.698068 0.155213 32879.816410
0.698071 0.153213 32879.773440
0.700140 0.150541 32868.402340
0.700144 0.160542 32868.414060
0.703204 0.150021 32871.042970
0.704944 0.163285 32866.265620
0.707605 0.166689 32867.218750
0.703203 0.157020 32871.046880
0.710101 0.157067 32866.312500
0.710102 0.157067 32866.300780
0.711842 0.167332 32852.363280
0.714062 0.160660 32852.332030
0.717000 0.152089 32846.878910
0.717000 0.154089 32846.863280
0.718728 0.153341 32825.429690
0.721636 0.157769 32817.074220
0.721642 0.157770 32817.050780
0.723898 0.162098 32813.253910
0.723899 0.153098 32813.253910
0.725626 0.165350 32812.343750
0.726975 0.158539 32816.957030
0.730809 0.165081 32813.625000
0.730809 0.160081 32813.617190
0.732524 0.167321 32808.421880
0.733432 0.157447 32806.105470
0.737707 0.156040 32799.933590
0.737708 0.156040 32799.929690
0.739423 0.173279 32795.894530
0.739889 0.173342 32786.363280
0.744618 0.172985 32769.031250
0.744618 0.162986 32769.019530
0.746321 0.158213 32765.007810
0.751529 0.161906 32768.699220
0.751529 0.169906 32768.695310
0.753232 0.173133 32764.470700
0.758452 0.173814 32759.156250
0.758453 0.175814 32759.148440
0.760130 0.159029 32750.017580
0.765363 0.158697 32741.628910
0.765364 0.160697 32741.615230
0.767041 0.161911 32723.253910
0.772286 0.172567 32717.880860
0.772287 0.161567 32717.878910
0.773951 0.169769 32719.167970
0.778630 0.161336 32721.357420
0.779210 0.170412 32718.048830
0.779210 0.167412 32718.048830
0.780875 0.176614 32716.605470
0.785087 0.159118 32712.191410
0.786133 0.166244 32708.445310
0.786134 0.162244 32708.445310
0.787786 0.160433 32706.435550
0.791544 0.177875 32698.568360
0.793057 0.168051 32690.962890
0.793057 0.171051 32690.958980
0.794709 0.161241 32680.429690
0.798000 0.172619 32675.626950
0.799993 0.168846 32680.234380
0.799993 0.172846 32680.234380
0.801633 0.161035 32677.820310
0.804457 0.162350 32679.732420
0.806916 0.170628 32680.021480
0.806917 0.178628 32680.015620
0.808556 0.175804 32670.835940
0.810914 0.173069 32670.283200
0.813852 0.166384 32670.562500
0.817371 0.175763 32662.904300
0.813853 0.162385 32670.552730
0.814143 0.177422 32665.169920
0.820789 0.171129 32652.335940
0.822403 0.173305 32639.574220
0.823828 0.182456 32634.466800
0.827724 0.178860 32631.158200
0.827726 0.183860 32631.160160
0.830285 0.179125 32636.546880
0.834661 0.173579 32637.375000
0.836262 0.173743 32633.396480
0.836741 0.174793 32630.806640
0.841596 0.169272 32627.628910
0.841598 0.174272 32627.628910
0.843198 0.168436 32624.828120
0.848533 0.175953 32617.326170
0.850122 0.174117 32605.714840
0.855481 0.167634 32591.787110
0.855482 0.173634 32591.777340
0.855484 0.168635 32591.759770
0.859340 0.178987 32588.414060
0.858484 0.170912 32583.226560
0.859346 0.178988 32588.425780
0.862418 0.173278 32589.453120
0.862569 0.182290 32584.820310
0.863994 0.183429 32582.832030
0.869366 0.169921 32580.863280
0.869026 0.176895 32582.833980
0.869367 0.170921 32580.859380
0.875482 0.170476 32576.384770
0.876315 0.178551 32570.292970
0.877866 0.171690 32567.767580
0.881939 0.184043 32563.685550
0.883263 0.169157 32560.785160
0.883264 0.172157 32560.785160
0.888396 0.186598 32550.841800
0.890212 0.186762 32540.277340
0.891623 0.173875 32533.119140
0.891751 0.179888 32527.917970
0.891756 0.180888 32527.908200
0.894853 0.174153 32529.320310
0.897160 0.189342 32530.875000
0.897162 0.175342 32530.875000
0.901310 0.189682 32531.130860
0.904110 0.184909 32527.224610
0.905636 0.183036 32520.025390
0.907767 0.182200 32519.759770
0.911058 0.187464 32515.087890
0.911059 0.175464 32515.080080
0.914223 0.173717 32511.015620
0.918020 0.179019 32505.039060
0.919520 0.174133 32498.576170
0.920680 0.179221 32496.191410
0.924968 0.192549 32491.082030
0.924969 0.184549 32491.078120
0.927137 0.184700 32483.457030
0.931930 0.182066 32471.554690
0.933417 0.182167 32460.400390
0.936125 0.181368 32454.636720
0.938878 0.191570 32457.984380
0.936822 0.181419 32455.916020
0.938879 0.187570 32457.986330
0.940051 0.173646 32457.529300
0.945840 0.177062 32452.199220
0.947315 0.175163 32445.035160
0.952788 0.176541 32439.753910
0.952789 0.177542 32439.746090
0.959421 0.183983 32427.373050
0.959749 0.178008 32420.273440
0.961212 0.185096 32417.787110
0.965878 0.189412 32411.957030
0.966710 0.193462 32406.861330
0.966711 0.190462 32406.859380
0.972335 0.195815 32399.263670
0.973672 0.179903 32392.330080
0.975110 0.178992 32385.955080
0.978792 0.195219 32374.339840
0.980633 0.194332 32367.048830
0.980634 0.183332 32367.041020
0.980640 0.178333 32367.029300
0.985249 0.178610 32358.468750
0.987594 0.176748 32353.894530
0.989019 0.192837 32346.937500
0.991705 0.193988 32346.394530
0.994555 0.196152 32346.039060
0.994556 0.184152 32346.033200
0.998162 0.186354 32338.953120
1.001517 0.190543 32330.128910
1.002929 0.191619 32322.353520
1.004619 0.197707 32320.148440
1.008478 0.189921 32312.960940
1.008479 0.196921 32312.955080
1.011076 0.197060 32306.597660
1.015452 0.198287 32298.582030
1.016839 0.183363 32292.830080
1.017533 0.197400 32287.589840
1.022413 0.180640 32279.820310
1.022414 0.196640 32279.816410
1.023990 0.180716 32272.777340
1.029375 0.196981 32262.138670
1.030762 0.192044 32249.251950
1.036348 0.191308 32240.966800
1.036349 0.188308 32240.951170
1.036903 0.189334 32229.960940
1.036914 0.190334 32229.939450
1.044670 0.193687 32203.044920
1.043310 0.190624 32213.935550
1.044672 0.183687 32203.027340
1.046580 0.186775 32200.544920
1.049817 0.192914 32195.892580
1.047891 0.189826 32199.261720
1.050283 0.181926 32191.076170
1.050285 0.196926 32191.066410
1.056274 0.197179 32183.896480
1.057245 0.186216 32177.880860
1.058594 0.183267 32174.425780
1.062731 0.198431 32167.007810
1.064218 0.186494 32161.400390
1.064220 0.185494 32161.396480
1.069188 0.198683 32152.222660
1.071180 0.196759 32144.994140
1.072414 0.185809 32138.927730
1.072517 0.198809 32134.076170
1.075644 0.182923 32130.250000
1.078153 0.198011 32125.648440
1.078155 0.198011 32125.640620
1.082101 0.190137 32115.142580
1.085128 0.183251 32104.500000
1.086439 0.182288 32095.640620
1.088558 0.184351 32092.359380
1.092089 0.196465 32084.011720
1.092089 0.191465 32084.021480
1.093401 0.191503 32077.806640
1.095015 0.200553 32074.039060
1.099063 0.185679 32065.464840
1.099062 0.183679 32065.472660
1.100362 0.190717 32060.558590
1.101472 0.185742 32055.105470
1.106037 0.185868 32046.125000
1.106036 0.186868 32046.130860
1.107323 0.183906 32042.037110
1.107929 0.184919 32035.695310
1.113011 0.189058 32026.433590
1.113010 0.202058 32026.439450
1.114285 0.200083 32017.343750
1.119985 0.197222 32005.177730
1.119984 0.194222 32005.185550
1.121258 0.187247 31993.882810
1.126959 0.187373 31983.111330
1.126958 0.182373 31983.123050
1.128220 0.199398 31971.228520
1.133932 0.196512 31959.429690
1.133933 0.198512 31959.417970
1.135181 0.188537 31950.316410
1.140213 0.198625 31941.419920
1.140894 0.192638 31935.296880
1.140893 0.184638 31935.298830
1.142142 0.200663 31931.269530
1.146670 0.186726 31922.015620
1.147868 0.188751 31916.271480
1.147867 0.188751 31916.273440
1.149116 0.200764 31911.708980
1.153126 0.185814 31902.478520
1.154842 0.197840 31897.126950
1.154841 0.198839 31897.128910
1.156077 0.197852 31892.060550
1.156083 0.198852 31892.046880
1.159583 0.196890 31881.906250
1.161816 0.198915 31877.626950
1.161815 0.189915 31877.630860
1.163039 0.201928 31868.777340
1.166040 0.193966 31862.460940
1.168789 0.199991 31856.701170
1.168789 0.202991 31856.708980
1.170013 0.198991 31847.117190
1.172497 0.191016 31843.281250
1.175763 0.195029 31835.710940
1.175763 0.193029 31835.720700
1.176974 0.195041 31827.781250
1.178954 0.186054 31824.554690
1.182737 0.193067 31816.458980
1.182737 0.193067 31816.466800
1.183935 0.200067 31811.339840
1.185410 0.195079 31806.687500
1.189711 0.186079 31798.228520
1.189710 0.185079 31798.234380
1.190909 0.196092 31794.160160
1.191867 0.187092 31788.455080
1.196685 0.192092 31779.804690
1.196684 0.198092 31779.808590
1.197870 0.196079 31776.257810
1.198324 0.189079 31769.525390
1.203637 0.199067 31761.121090
1.203659 0.190067 31761.099610
1.204832 0.184067 31750.330080
1.203658 0.198067 31761.107420
1.210632 0.198041 31739.914060
1.210633 0.184041 31739.894530
1.211805 0.198029 31729.464840
1.217607 0.183991 31720.841800
1.218765 0.200978 31711.492190
1.217606 0.200991 31720.853520
1.218767 0.193978 31711.476560
1.224580 0.199928 31697.783200
1.224151 0.184928 31703.023440
1.224580 0.186928 31697.757810
1.225741 0.183915 31694.998050
1.230608 0.196852 31687.406250
1.231554 0.188840 31682.363280
1.231554 0.197840 31682.363280
1.232702 0.193827 31678.513670
1.237065 0.188764 31670.593750
1.238528 0.201751 31666.123050
1.238528 0.199751 31666.123050
1.239663 0.192726 31661.712890
1.243522 0.184663 31653.945310
1.245502 0.183625 31650.298830
1.245502 0.196625 31650.298830
1.246624 0.196612 31645.029300
1.249979 0.202537 31638.261720
1.252476 0.202499 31635.353520
1.252475 0.190499 31635.359380
1.253598 0.185474 31627.794920
1.256436 0.190411 31625.070310
1.259450 0.200348 31621.085940
1.259449 0.194348 31621.095700
1.260559 0.195310 31612.900390
1.262892 0.202259 31610.671880
1.266424 0.187171 31603.890620
1.266423 0.188171 31603.898440
1.267521 0.188146 31598.412110
1.269349 0.201095 31596.802730
1.273398 0.197982 31591.843750
1.273397 0.201982 31591.849610
1.274482 0.184957 31588.214840
1.275806 0.197906 31584.964840
1.280372 0.188780 31579.896480
1.280371 0.192780 31579.900390
1.281443 0.187742 31577.259770
1.282263 0.196717 31573.179690
1.287333 0.187553 31567.960940
1.287332 0.195553 31567.962890
1.288405 0.198515 31562.705080
1.288413 0.181515 31562.697270
1.294307 0.201301 31556.251950
1.294306 0.183301 31556.251950
1.295366 0.183263 31549.072270
1.301280 0.194036 31542.576170
1.301280 0.187036 31542.582030
1.302327 0.200998 31535.929690
1.308081 0.193759 31532.648440
1.308242 0.199759 31528.923830
1.308090 0.183759 31532.630860
1.308241 0.182759 31528.927730
1.309288 0.199708 31524.607420
1.315215 0.195456 31517.593750
1.314547 0.180481 31521.066410
1.315216 0.182456 31517.589840
1.316250 0.182406 31515.183590
1.321004 0.185179 31510.052730
1.329138 0.197788 31495.123050
1.329138 0.181788 31495.125000
1.323218 0.192077 31502.093750
1.330172 0.198737 31490.531250
1.333918 0.199535 31485.013670
1.328341 0.197826 31495.599610
1.327461 0.180863 31497.003910
1.322177 0.188128 31506.482420
