X Z P
0.354535 -0.010336 38307.562500
0.355934 -0.016752 38277.898440
0.358144 -0.010405 38263.695310
0.358154 -0.007408 38263.652340
0.358154 -0.004408 38263.628910
0.358205 -0.003421 38257.992190
0.358936 -0.012635 38238.152340
0.353665 -0.012071 38320.218750
0.360474 -0.013077 38210.601560
0.360865 -0.016177 38197.285160
0.360865 -0.013177 38197.281250
0.362164 -0.002543 38189.781250
0.362757 -0.013707 38183.058590
0.363577 -0.012934 38172.238280
0.363577 -0.022934 38172.179690
0.365040 -0.019325 38146.769530
0.368306 -0.006183 38119.023440
0.366301 -0.015666 38128.359380
0.366301 -0.021666 38128.347660
0.366301 -0.016666 38128.335940
0.367335 -0.020930 38119.734380
0.340511 0.044326 38275.617190
0.341167 0.052717 38226.785160
0.341167 0.059717 38226.945310
0.342642 0.059600 38161.152340
0.343790 0.042256 38098.730470
0.343790 0.059256 38098.621090
0.344799 0.044849 38043.066410
0.346426 0.062769 37987.507810
0.346426 0.048769 37987.406250
0.346968 0.047084 37938.296880
0.349074 0.063257 37893.289060
0.349074 0.061257 37893.218750
0.349137 0.063295 37851.484380
0.351319 0.060493 37776.695310
0.351735 0.063720 37744.878910
0.351735 0.063720 37744.921880
0.351738 0.052722 37744.777340
0.352479 0.048123 37712.738280
0.353513 0.062679 37683.683590
0.354421 0.061158 37634.218750
0.354421 0.056158 37634.332030
0.355707 0.066839 37594.265620
0.357107 0.067570 37557.609380
0.357107 0.048570 37557.468750
0.357914 0.053999 37503.441410
0.358936 0.050528 37462.445310
0.359806 0.066970 37431.625000
0.359806 0.057970 37431.691410
0.361219 0.062689 37397.222660
0.362353 0.058269 37348.652340
0.362518 0.071345 37314.429690
0.362517 0.063345 37314.519530
0.365229 0.066707 37254.203120
0.365229 0.070707 37254.027340
0.366818 0.061488 37193.285160
0.367965 0.055043 37154.292970
0.368306 0.072207 37148.804690
0.367965 0.068043 37154.265620
0.367966 0.071043 37154.257810
0.367966 0.068043 37154.265620
0.368306 -0.010183 38119.828120
0.368621 -0.006271 38113.675780
0.371269 -0.012952 38098.867190
0.371270 -0.018952 38098.832030
0.371812 -0.005091 38085.617190
0.374335 -0.021706 38057.773440
0.371812 -0.019091 38085.617190
0.371849 -0.008091 38071.625000
0.374346 -0.009709 38057.710940
0.374346 -0.021709 38057.433590
0.375772 -0.010062 38035.941410
0.377416 -0.014463 38020.121090
0.377423 -0.006465 38020.066410
0.377424 -0.016465 38020.042970
0.378824 -0.016793 38012.972660
0.379744 -0.015007 38006.011720
0.380513 -0.007184 37995.390620
0.380513 -0.020184 37995.386720
0.381535 -0.022424 37994.953120
0.383590 -0.015903 37986.003910
0.383590 -0.012903 37985.968750
0.383729 -0.026928 37977.972660
0.384763 -0.021168 37967.089840
0.386692 -0.027596 37952.363280
0.386693 -0.022596 37952.339840
0.387714 -0.019823 37948.746090
0.387991 -0.025886 37946.093750
0.389782 -0.028277 37936.945310
0.389782 -0.020277 37936.921880
0.391220 -0.024580 37927.929690
0.368621 0.058371 37122.386720
0.368306 0.064207 37144.351560
0.371181 0.055607 37062.765620
0.371181 0.072607 37062.773440
0.371181 0.059607 37062.746090
0.371180 0.063607 37062.871090
0.371849 0.070922 37024.472660
0.374120 0.068007 36969.628910
0.374120 0.062007 36969.507810
0.374927 0.073385 36926.484380
0.377071 0.078382 36869.054690
0.377071 0.060382 36869.195310
0.378685 0.059126 36817.367190
0.380034 0.067756 36777.183590
0.380034 0.060756 36776.453120
0.381396 0.062374 36741.488280
0.381402 0.061377 36740.808590
0.383010 0.065106 36696.804690
0.383010 0.065105 36696.917970
0.384763 0.073900 36651.507810
0.382443 0.068853 36723.800780
0.385986 0.077442 36629.335940
0.385987 0.082442 36629.312500
0.386226 0.077556 36606.425780
0.387991 0.064338 36558.472660
0.388975 0.081766 36527.128910
0.388975 0.070767 36527.070310
0.392885 -0.013946 37911.804690
0.394448 -0.014274 37909.324220
0.391699 -0.023694 37921.542970
0.392884 -0.010946 37911.835940
0.395987 -0.013589 37905.402340
0.399083 -0.018231 37890.863280
0.395987 -0.024589 37905.375000
0.397600 -0.018926 37896.609380
0.397677 -0.010942 37896.191410
0.399089 -0.024232 37890.863280
0.399089 -0.026232 37890.824220
0.399682 -0.031358 37875.515620
0.401082 -0.012636 37870.285160
0.402191 -0.018863 37870.273440
0.402192 -0.015863 37870.265620
0.404133 -0.017241 37865.972660
0.409279 -0.021250 37837.902340
0.410590 -0.030502 37833.390620
0.405306 -0.015481 37860.269530
0.405307 -0.017481 37860.246090
0.407362 -0.019884 37846.964840
0.407690 -0.020947 37838.933590
0.411523 -0.015679 37828.214840
0.411524 -0.017679 37828.210940
0.413819 -0.019107 37824.292970
0.415710 -0.026473 37811.917970
0.417047 -0.014713 37796.683590
0.417753 -0.021839 37793.730470
0.417754 -0.027839 37793.746090
0.420276 -0.032305 37799.945310
0.423504 -0.029886 37789.890620
0.423743 -0.030936 37776.871090
0.423996 -0.016974 37774.757810
0.423996 -0.017974 37774.753910
0.423997 -0.015974 37774.750000
0.426732 -0.016466 37771.500000
0.428309 -0.018743 37770.652340
0.390009 0.067220 36495.453120
0.391220 0.067750 36465.757810
0.391964 0.078078 36437.308590
0.391964 0.081078 36437.242190
0.393805 0.066872 36400.015620
0.394953 0.071377 36358.628910
0.394953 0.066377 36358.558590
0.394958 0.070379 36358.531250
0.396063 0.071844 36335.656250
0.397614 0.086512 36312.433590
0.396025 0.073831 36343.808590
0.396062 0.066843 36335.738280
0.397954 0.080651 36272.105470
0.397954 0.084651 36272.187500
0.400968 0.069924 36217.371090
0.400968 0.068924 36217.269530
0.401422 0.076114 36181.433590
0.403970 0.078185 36139.804690
0.403970 0.078185 36139.683590
0.405256 0.079703 36097.386720
0.406996 0.080421 36067.984380
0.406997 0.082421 36067.894530
0.407361 0.082572 36050.390620
0.407615 0.081674 36039.503910
0.409077 0.088279 36012.292970
0.410010 0.078657 35980.648440
0.410011 0.083657 35980.589840
0.411587 0.085288 35952.367190
0.412924 0.077830 35927.714840
0.413050 0.084868 35916.808590
0.413050 0.077868 35916.800780
0.413819 0.085183 35894.996090
0.416076 0.076078 35852.769530
0.416770 0.093356 35833.257810
0.416076 0.079079 35852.679690
0.417047 0.080457 35814.441410
0.419116 0.083277 35770.898440
0.419115 0.082277 35769.988280
0.420629 0.091869 35729.789060
0.420629 0.082869 35730.179690
0.422155 0.079462 35703.300780
0.422155 0.093462 35702.808590
0.423504 0.082979 35680.117190
0.423896 0.088130 35664.710940
0.424488 0.078357 35650.746090
0.425194 0.091635 35629.511720
0.425194 0.086635 35629.449220
0.426732 0.085215 35604.515620
0.424488 0.084357 35650.906250
0.428246 0.098795 35580.976560
0.428309 0.088808 35575.320310
0.428246 0.079795 35580.898440
0.428246 0.094795 35580.917970
0.428246 0.087795 35580.906250
0.428309 -0.036743 37757.824220
0.428310 -0.023743 37757.828120
0.429961 -0.028021 37760.488280
0.433189 -0.025588 37746.046880
0.433934 -0.025714 37726.453120
0.434955 -0.028891 37693.847660
0.436418 -0.037130 37715.417970
0.440679 -0.023849 37747.160160
0.440679 -0.023849 37747.156250
0.440681 -0.030849 37747.152340
0.441702 -0.038026 37743.046880
0.442874 -0.020215 37739.488280
0.439646 -0.020673 37750.601560
0.449331 -0.023262 37746.558590
0.454191 -0.032042 37721.894530
0.446103 -0.021732 37749.097660
0.445939 -0.022707 37744.882810
0.455206 -0.028207 37713.730470
0.455208 -0.031207 37713.722660
0.454197 -0.040043 37721.871090
0.455788 -0.034296 37711.007810
0.462245 -0.038305 37700.570310
0.467717 -0.025149 37683.812500
0.467719 -0.030150 37683.796880
0.468727 -0.028301 37677.871090
0.475159 -0.041272 37678.230470
0.481249 -0.026180 37663.855470
0.481250 -0.037180 37663.835940
0.482259 -0.033331 37649.660160
0.494796 -0.031146 37634.593750
0.487997 -0.032164 37648.175780
0.488072 -0.046176 37647.960940
0.494806 -0.037147 37634.578120
0.494807 -0.027147 37634.562500
0.495791 -0.047299 37627.179690
0.495793 -0.047299 37627.183590
0.500986 -0.046030 37625.726560
0.507443 -0.036938 37608.796880
0.508351 -0.049077 37595.285160
0.509335 -0.041203 37593.859380
0.513893 -0.042832 37594.921880
0.513900 -0.035833 37594.921880
0.520357 -0.043729 37585.441410
0.521918 -0.044943 37575.796880
0.521921 -0.036943 37575.785160
0.522892 -0.039082 37571.753910
0.526813 -0.046612 37562.753910
0.533270 -0.045482 37547.183590
0.535478 -0.048784 37535.914060
0.535475 -0.047784 37535.914060
0.536448 -0.035911 37532.152340
0.539727 -0.045352 37529.652340
0.546184 -0.041209 37521.039060
0.549044 -0.043587 37507.601560
0.549047 -0.035588 37507.593750
0.550005 -0.047714 37498.265620
0.552641 -0.048054 37491.503910
0.552641 -0.040054 37491.488280
0.559098 -0.037899 37478.308590
0.562616 -0.056366 37465.347660
0.563575 -0.039492 37458.644530
0.565554 -0.040744 37456.191410
0.562614 -0.045366 37465.371090
0.572011 -0.048577 37446.812500
0.576196 -0.046119 37427.917970
0.578468 -0.051409 37414.863280
0.584925 -0.043229 37400.750000
0.590708 -0.057972 37380.980470
0.590714 -0.050973 37380.972660
0.589775 -0.043846 37386.851560
0.591382 -0.047048 37374.484380
0.597839 -0.060855 37363.171880
0.604295 -0.061663 37341.089840
0.610752 -0.053470 37315.621090
0.616934 -0.059238 37290.304690
0.616942 -0.056239 37290.281250
0.616945 -0.054239 37290.257810
0.617865 -0.062352 37274.984380
0.623666 -0.057059 37267.324220
0.636580 -0.058635 37219.804690
0.643036 -0.060429 37195.992190
0.644119 -0.047555 37182.984380
0.644121 -0.056556 37182.960940
0.645017 -0.063669 37178.390620
0.649493 -0.061199 37170.800780
0.630123 -0.047853 37246.425780
0.655950 -0.055968 37152.117190
0.662407 -0.055725 37126.316410
0.668864 -0.057494 37102.945310
0.671295 -0.064784 37089.277340
0.671298 -0.051784 37089.273440
0.672193 -0.069885 37079.144530
0.675321 -0.063251 37068.453120
0.681777 -0.059007 37051.640620
0.684891 -0.052373 37029.105470
0.684894 -0.062373 37029.089840
0.684895 -0.063373 37029.082030
0.688234 -0.058751 37015.187500
0.691463 -0.056117 37008.097660
0.694691 -0.065483 36998.808590
0.698500 -0.063924 36984.925780
0.699370 -0.060025 36977.230470
0.701148 -0.058227 36969.933590
0.707605 -0.060946 36951.023440
0.712092 -0.058462 36929.417970
0.712095 -0.074463 36929.402340
0.712965 -0.072551 36921.257810
0.714062 -0.074677 36912.785160
0.720518 -0.072396 36892.996090
0.725699 -0.058963 36877.773440
0.725702 -0.064963 36877.761720
0.726559 -0.073064 36871.863280
0.726975 -0.057102 36865.367190
0.733432 -0.065808 36846.781250
0.739307 -0.060439 36824.515620
0.739309 -0.071439 36824.496090
0.740167 -0.073540 36806.875000
0.749574 -0.064536 36773.734380
0.753773 -0.068977 36753.523440
0.752926 -0.072889 36761.722660
0.752929 -0.078889 36761.695310
0.746346 -0.075196 36788.648440
0.753774 -0.062977 36753.515620
0.759259 -0.069558 36742.152340
0.767365 -0.072402 36704.218750
0.767366 -0.078402 36704.203120
0.765716 -0.067226 36719.144530
0.766534 -0.078314 36706.695310
0.767368 -0.068402 36704.191410
0.772173 -0.077882 36686.039060
0.778630 -0.071537 36660.714840
0.780155 -0.074701 36646.738280
0.780156 -0.077701 36646.738280
0.780988 -0.079777 36644.093750
0.785087 -0.079193 36637.824220
0.791544 -0.064824 36622.339840
0.793775 -0.068051 36609.027340
0.793776 -0.083051 36609.023440
0.794596 -0.066126 36600.402340
0.798000 -0.078454 36589.199220
0.804457 -0.066085 36572.347660
0.807407 -0.067362 36554.113280
0.807408 -0.077362 36554.101560
0.808215 -0.078438 36542.109380
0.810914 -0.081703 36534.078120
0.814137 -0.077005 36526.792970
0.814143 -0.079005 36526.777340
0.815025 -0.068081 36521.683590
0.815025 -0.080081 36521.679690
0.817371 -0.068308 36517.171880
0.821028 -0.081649 36508.371090
0.821028 -0.078649 36508.359380
0.821835 -0.078724 36503.308590
0.823828 -0.073901 36497.003910
0.828645 -0.077342 36484.328120
0.828645 -0.086342 36484.320310
0.830285 -0.079494 36473.402340
0.834660 -0.075884 36461.207030
0.834661 -0.085885 36461.195310
0.835455 -0.082960 36456.273440
0.836741 -0.071074 36448.414060
0.842277 -0.074553 36435.636720
0.842278 -0.071553 36435.625000
0.843198 -0.087641 36421.566410
0.848305 -0.088083 36404.578120
0.848306 -0.080083 36404.570310
0.849088 -0.084146 36400.195310
0.849655 -0.076196 36398.726560
0.856112 -0.071751 36390.273440
0.889229 -0.076412 36274.429690
0.889998 -0.072475 36272.964840
0.894853 -0.080841 36267.746090
0.888396 -0.080349 36282.082030
0.889228 -0.077412 36274.429690
0.896051 -0.073929 36262.125000
0.901310 -0.089320 36253.703120
0.902886 -0.078433 36247.183590
0.902886 -0.089433 36247.183590
0.903630 -0.088496 36243.312500
0.907767 -0.076786 36235.085940
0.868751 -0.078797 36346.859380
0.861937 -0.089243 36376.562500
0.862719 -0.069306 36361.085940
0.862720 -0.071306 36361.054690
0.868761 -0.071798 36346.824220
0.875553 -0.080350 36327.027340
0.875584 -0.079353 36326.945310
0.875583 -0.090352 36326.972660
0.876353 -0.075416 36314.636720
0.881939 -0.075857 36302.316410
0.882406 -0.078895 36291.164060
0.909709 -0.085925 36227.707030
0.914223 -0.083253 36218.988280
0.916531 -0.082404 36213.246090
0.916531 -0.084404 36213.246090
0.917288 -0.091467 36207.757810
0.920680 -0.080694 36199.398440
0.923366 -0.079871 36191.660160
0.927137 -0.079123 36179.910160
0.930188 -0.088325 36171.269530
0.930189 -0.078325 36171.261720
0.930933 -0.088375 36163.878910
0.930933 -0.089375 36163.875000
0.933594 -0.089552 36161.367190
0.934187 -0.078590 36161.214840
0.937029 -0.088779 36155.789060
0.940051 -0.087968 36153.277340
0.937024 -0.080779 36155.812500
0.943846 -0.095208 36148.542970
0.943847 -0.092208 36148.539060
0.944578 -0.087246 36144.195310
0.946508 -0.091359 36141.425780
0.950682 -0.080624 36134.730470
0.952964 -0.082750 36129.121090
0.957517 -0.079015 36122.585940
0.957517 -0.092015 36122.578120
0.958236 -0.087065 36119.101560
0.959421 -0.081128 36115.535160
0.964352 -0.094406 36109.578120
0.964353 -0.087406 36109.574220
0.965878 -0.086494 36104.640620
0.971188 -0.082784 36098.898440
0.971894 -0.077822 36095.945310
0.972335 -0.093847 36091.445310
0.978022 -0.096150 36085.578120
0.978023 -0.085150 36085.578120
0.978729 -0.092188 36078.371090
0.984857 -0.086490 36068.742190
0.984858 -0.083490 36068.730470
0.985564 -0.088528 36062.281250
0.991457 -0.084818 36059.261720
0.991705 -0.081831 36057.871090
0.992399 -0.080869 36055.429690
0.998162 -0.084134 36052.386720
0.998528 -0.093146 36048.968750
0.992399 -0.091869 36055.429690
0.992399 -0.094869 36055.433590
0.998528 -0.086146 36048.964840
0.999222 -0.082184 36048.671880
1.004619 -0.096424 36046.285160
1.006057 -0.090487 36042.789060
1.006057 -0.085487 36042.785160
1.011076 -0.082701 36038.507810
1.012198 -0.088751 36036.144530
1.012198 -0.098751 36036.144530
1.012892 -0.089777 36035.277340
1.017533 -0.082966 36033.222660
1.019727 -0.079054 36030.101560
1.019727 -0.082054 36030.097660
1.023990 -0.098218 36025.953120
1.025881 -0.083294 36024.953120
1.025881 -0.084294 36024.953120
1.026562 -0.084319 36023.183590
1.030446 -0.095458 36021.250000
1.033397 -0.093559 36018.031250
1.033398 -0.087559 36018.027340
1.036903 -0.079685 36014.281250
1.039564 -0.090773 36014.902340
1.039564 -0.089773 36014.902340
1.040233 -0.079798 36011.589840
1.043360 -0.083899 36010.402340
1.047068 -0.080013 36007.738280
1.047068 -0.096013 36007.730470
1.049817 -0.100088 36004.796880
1.053234 -0.097189 36001.851560
1.053235 -0.085189 36001.851560
1.053903 -0.084214 35999.710940
1.056274 -0.087277 36006.335940
1.062731 -0.093454 36006.988280
1.066929 -0.087555 35997.390620
1.066930 -0.100555 35997.382810
1.067586 -0.082580 35993.785160
1.069188 -0.098605 35998.832030
1.075644 -0.081757 36002.070310
1.080612 -0.093857 35996.160160
1.080613 -0.098858 35996.152340
1.081256 -0.094870 35992.351560
1.082101 -0.082895 35997.035160
1.088558 -0.085009 36002.750000
1.094295 -0.097110 35999.113280
1.094296 -0.098110 35999.105470
1.094939 -0.083110 35998.585940
1.101472 -0.085198 36009.109380
1.108621 -0.085299 36003.261720
1.107978 -0.097286 36004.992190
1.107979 -0.097286 36004.957030
1.108622 -0.088299 36003.269530
1.114385 -0.099349 36020.882810
1.120842 -0.091400 36021.734380
1.121674 -0.087400 36014.851560
1.121675 -0.098400 36014.851560
1.122293 -0.094412 36019.039060
1.122294 -0.085412 36019.046880
1.127299 -0.082425 36034.628910
1.133756 -0.098463 36038.128910
1.135357 -0.086463 36031.433590
1.135975 -0.090463 36032.722660
1.140213 -0.098463 36048.851560
1.146670 -0.087463 36056.261720
1.149052 -0.095463 36049.433590
1.149053 -0.088463 36049.429690
1.149658 -0.097450 36047.347660
1.153126 -0.091438 36063.921880
1.159583 -0.086412 36076.414060
1.162735 -0.088387 36068.105470
1.162736 -0.096387 36068.097660
1.163341 -0.088387 36063.832030
1.166040 -0.095362 36082.343750
1.172497 -0.099299 36098.636720
1.176418 -0.088261 36093.304690
1.176419 -0.082261 36093.296880
1.177024 -0.084248 36090.800780
1.178954 -0.098223 36105.992190
1.185410 -0.087135 36122.964840
1.190113 -0.088072 36120.863280
1.190114 -0.091072 36120.859380
1.190695 -0.092059 36117.156250
1.191867 -0.093034 36128.730470
1.198324 -0.083908 36147.117190
1.203796 -0.095807 36150.445310
1.203797 -0.094807 36150.441410
1.204377 -0.089794 36147.593750
1.204781 -0.087782 36154.425780
1.211238 -0.091631 36175.804690
1.217479 -0.082492 36184.195310
1.217480 -0.080492 36184.187500
1.218048 -0.083479 36189.464840
1.224151 -0.085303 36213.289060
1.230608 -0.098126 36222.730470
1.231162 -0.099101 36218.601560
1.231163 -0.083101 36218.589840
1.231731 -0.093088 36223.937500
1.231733 -0.081088 36223.957030
1.237065 -0.087912 36248.070310
1.243522 -0.098697 36260.761720
1.244846 -0.095659 36260.175780
1.245401 -0.096634 36264.691410
1.249979 -0.091470 36285.894530
1.256436 -0.081231 36301.441410
1.258527 -0.098155 36301.660160
1.258529 -0.080155 36301.660160
1.259071 -0.080130 36302.820310
1.262886 -0.093966 36320.910160
1.262892 -0.098966 36320.945310
1.269349 -0.089701 36342.449220
1.272197 -0.086575 36341.472660
1.272200 -0.083575 36341.468750
1.272742 -0.091550 36340.183590
1.275806 -0.097411 36360.031250
1.282263 -0.080108 36382.230470
1.285867 -0.080944 36383.746090
1.285870 -0.090944 36383.742190
1.286399 -0.081919 36384.070310
1.288720 -0.088806 36402.976560
1.295177 -0.087478 36429.316410
1.299538 -0.086251 36440.304690
1.299540 -0.092251 36440.308590
1.300070 -0.095226 36443.375000
1.301633 -0.085137 36455.429690
1.308090 -0.084772 36481.835940
1.313208 -0.092494 36493.332030
1.313211 -0.078494 36493.332030
1.313727 -0.094456 36494.691410
1.314547 -0.078418 36504.332030
1.321004 -0.088027 36532.250000
1.326878 -0.089675 36546.640620
1.326881 -0.080674 36546.640620
1.327385 -0.090637 36555.570310
1.333918 -0.084220 36583.246090
1.341030 -0.090754 36605.902340
1.340536 -0.093792 36599.015620
1.340539 -0.077792 36599.015620
1.341030 -0.092754 36605.917970
1.346831 -0.083363 36637.714840
1.354196 -0.080858 36666.503910
1.353288 -0.093921 36661.496090
1.354194 -0.090859 36666.492190
1.354675 -0.093821 36673.671880
1.359745 -0.078442 36699.562500
1.366202 -0.078976 36721.792970
1.367839 -0.085850 36727.351560
1.367839 -0.078850 36727.355470
1.367841 -0.091850 36727.359380
1.368321 -0.075824 36731.000000
1.372652 -0.084484 36755.902340
1.372659 -0.090484 36755.941410
1.379116 -0.089979 36783.406250
1.381484 -0.089803 36789.007810
1.381487 -0.079803 36789.007810
1.381966 -0.087765 36791.992190
1.385572 -0.083462 36819.527340
1.392029 -0.074933 36844.406250
1.395129 -0.084681 36855.238280
1.395132 -0.085680 36855.242190
1.395598 -0.073643 36859.984380
1.398486 -0.086390 36882.648440
1.404943 -0.076835 36911.953120
1.408774 -0.077508 36923.785160
1.408777 -0.078508 36923.789060
1.409231 -0.083470 36927.839840
1.411400 -0.086268 36947.394530
1.417857 -0.086688 36976.898440
1.422407 -0.071285 36991.304690
1.422409 -0.079284 36991.308590
1.422850 -0.084234 36994.773440
1.424313 -0.072095 37009.121090
